사업자등록번호,순번,데이터수집일자,언론사명,기사날짜,기사제목,기사내용,기자명,URL링크,작업구분코드,데이터생성일자,연계처리상태코드,연계처리일자
1088100031,9,20210607,한국일보,201803,반다비 눈동자 왼쪽으로 치우친 진짜 이유,눈 마주치기 불편해하는장애인 현실 담아 등 해석 난무수호랑반다비는 세트균형감 위한 디자인 요소9일부터 개막하는 2018 평창동계패럴림픽의 마스코트 반다비의 시대가 오고 있다.반다비,,,I,20221114,,
1088100031,10,20210607,MBN,201802,가는 곳마다 인기평창 아이돌 수호랑," 앵커멘트 올림픽이 열리고 있는 평창과 강릉에서는 마스코트 수호랑이 최고 인기라고 합니다.평창 아이돌로 불린다고 하는데, 인기가 어느 정도인데 강영호 기자가 알아봤습니다. 기자 8",,,I,20221114,,
1088100031,11,20210607,연합뉴스,201802,수호랑과 반다비가 탄생하기 까지,,,,I,20221114,,
1088100031,12,20210607,전자신문,201710,"SBA, 2017 서울 클러스터 어워드 참가기업 모집","전자신문인터넷 박동선기자 서울시 중소기업지원기관 서울산업진흥원대표이사 주형철, 이하 SBA이 서울시 클러스터 산업과 중소기업 문화 발전에 기여한 기업들을 치하하는 기회를 마련한다.",,,I,20221114,,
1088100031,13,20210607,뉴시스,201501,함양군 농식품 브랜드 더 함양 개발,함양뉴시스노상봉 기자  경남 함양군이 지리산 청정지역에서 생산되는 품질 좋은 함양 농식품을 상징하는 브랜드 더 함양을 개발했다. 함양군은 20일 오후 2시 군청 소회의실에서 임창호,,,I,20221114,,
1088100031,14,20210607,뉴스웨이,201407,거창군 공동브랜드 농산물 디자인 개발용역 보고회,경남 거창군은 7월 2일 농업기술센터에서 작목반과 농업인 40여 명이 모인 가운데 지역 농산물을 패키지하여 공동브랜드 이미지를 다른 품목과 연계시킴으로써 마케팅 효과를 제고를 위한,,,I,20221114,,
1088100031,15,20210607,머니투데이,200906,약속된 미래 빛가람 혁신도시슬로건 확정,전남 나주에 들어서는 광주전남 공동혁신도시빛가람의 브랜드 슬로건이 약속된 미래 빛가람으로 최종 선정됐다.전남도 혁신도시건설지원단은 지난해 12월 디자인 전문회사에 용역 의뢰한 빛가,,,I,20221114,,
1088100031,16,20210607,연합뉴스,200810,제주지하수 브랜드 아이덴티티 개발,제주연합뉴스 김승범 기자  제주특별자치도 환경자원연구원은 제주지하수를 상징하는 브랜드 아이덴티티BI 개발에 착수했다고 8일 밝혔다.환경자원연구원은 화산섬 제주에서 생산되는 지하수의,,,I,20221114,,
1088100031,17,20210607,뉴시스,200801,"춘천시, 공부하는 공무원분위기 조성",,,,I,20221114,,
1088100031,18,20210607,뉴시스,200906,약속된 미래 빛가람...나주 공동혁신도시 슬로건 선정,,,,I,20221114,,
1088100031,19,20210607,메트로신문,201810,"LG디스플레이, SK하이닉스등 18개, 사내벤처 지원 프로그램 선정",,,,I,20221114,,
8071600032,1,,,,,,,,I,20221114,,
6158100033,1,20211011,,,,,,,I,20221114,,
1308600034,1,20220321,,,,,,,I,20221114,,
6088100035,1,,,,,,,,I,20221114,,
5068100036,1,20221102,,,,,,,I,20221114,,
1058700037,1,20220321,,,,,,,I,20221114,,
5040700038,1,,,,,,,,I,20221114,,
1191900039,1,20220408,YTN,202106,"인터뷰투데이 공군 성추행 피해자 유족 첫 기자회견, 주요 쟁점은",,,,I,20221114,,
5892400040,1,20221102,,,,,,,I,20221114,,
6172900041,1,,,,,,,,I,20221114,,
6211700042,1,,,,,,,,I,20221114,,
6320100043,1,,,,,,,,I,20221114,,
1018600044,1,20220321,,,,,,,I,20221114,,
1178100045,1,20220321,,,,,,,I,20221114,,
1208600046,1,20220321,,,,,,,I,20221114,,
1138100047,1,20220321,,,,,,,I,20221114,,
1028600048,1,20210928,,,,,,,I,20221114,,
1351900049,1,20220408,재외동포신문,201905,독일 이주 한인 근로자들의 근로자의 날 기념 축제,,,,I,20221114,,
1252300050,1,20220408,이데일리,202011,현장에서구조조정 원칙 탈선한 아시아나항공,,,,I,20221114,,
5632800051,1,20221102,,,,,,,I,20221114,,
1048100052,1,20220530,시장경제신문,202205,부고 박영식 전 대우건설 사장씨 모친상,,,,I,20221114,,
1288100053,1,20220321,,,,,,,I,20221114,,
1050300054,1,20220530,,,,,,,I,20221114,,
1050500055,1,20220530,,,,,,,I,20221114,,
8048800056,1,,,,,,,,I,20221114,,
6818100057,1,,,,,,,,I,20221114,,
4168100058,1,20211013,,,,,,,I,20221114,,
1368100059,1,20220321,,,,,,,I,20221114,,
6698800060,1,,,,,,,,I,20221114,,
7838500061,1,20220105,에이빙뉴스,202105,"주에스케이텍스, 대구국제섬유박람회 프리뷰 인 대구 2021서 폴리에스터 ...",주에스케이텍스는 5월 12일수부터 14일금까지 대구 엑스코에서 열리는 대구국제섬유박람회 프리뷰 인 대구 2021에 참가해 폴리에스터의 장점을 가진 제품을 선보인다.주에스케이텍스는 ,,,I,20221114,,
7838500061,2,20220105,연합뉴스,201206,다음주 에스케이씨앤씨 등 회사채 1조228억 발행,"서울연합뉴스 김재홍 기자  다음주1115일에 우리투자증권이 대표주관하는 에스케이씨앤씨 28회차 2천500억원을 비롯, 16건 1조228억원의 회사채가 발행된다고 한국금융투자협회가 ",,,I,20221114,,
7838500061,3,20220105,한겨레,200408,"SK기아엘지, 숨가쁜 4위전","스마트워치 벌금내고 스폰서생긴 사연양현종이...재생수1,335 재생시간1534어깨팔꿈치 정밀검진 결과공개계약후 첫 언...재생수892150kmh고속 슬라이더, 대구권 최대어...재",,,I,20221114,,
7838500061,4,20220105,e대한경제,202103,시론 주식투자 성공 비결,       주식투자 열풍이 불고 있다. 우리나라에 주식투자 계좌를 만든 사람이 800만 명이다. 2020년에는 한국 우량기업을 외국인 투자자로부터 지키자는 동학개미운동이 일어났다,,,I,20221114,,
7838500061,5,20220105,한겨레,200406,두산 따라잡나 현대 달아나나,"스마트워치 벌금내고 스폰서생긴 사연양현종이...재생수1,335 재생시간1534어깨팔꿈치 정밀검진 결과공개계약후 첫 언...재생수892150kmh고속 슬라이더, 대구권 최대어...재",,,I,20221114,,
7838500061,6,20220105,오피니언뉴스,201807,2018 건설업체 상호협력 평가서 대우건설성보건설 최고점,"올해 종합건설업체 간 상호협력 평가에서 대기업은 대우건설이 98점, 중소기업은 성보건설산업주이 97점으로 최고점을 받았다.국토교통부는 1일 종합건설업체를 대상으로 2018년 건설업",,,I,20221114,,
7838500061,7,20220105,SBSBiz,201511,SBSCNBC 5STAR5스타 이승조 대표 11월 12일 투자 전략, 5스타 5STAR 오늘장 투자전략은 매일 아침 하나금융투자 스마트하나HT문의 15883111와 SBSCNBC 머니네버슬립스매주 월금 08301000 5STAR 코너에서 만나볼 수,,,I,20221114,,
1090600062,1,20220408,,,,,,,I,20221114,,
2298100063,1,20220321,,,,,,,I,20221114,,
1068100064,1,20220321,,,,,,,I,20221114,,
6058600065,1,20220321,,,,,,,I,20221114,,
5021400066,1,20210908,,,,,,,I,20221114,,
2118700067,1,20220321,,,,,,,I,20221114,,
3671700068,1,,,,,,,,I,20221114,,
1280700069,1,20220408,,,,,,,I,20221114,,
1108100070,1,20220321,,,,,,,I,20221114,,
1212000071,1,20220408,뉴시스,202203,"전북도베트남 닥락성, 청소년 직업교육교류로 한마음",,,,I,20221114,,
4060500072,1,,,,,,,,I,20221114,,
7838500073,1,20220105,에이빙뉴스,202105,"주에스케이텍스, 대구국제섬유박람회 프리뷰 인 대구 2021서 폴리에스터 ...",주에스케이텍스는 5월 12일수부터 14일금까지 대구 엑스코에서 열리는 대구국제섬유박람회 프리뷰 인 대구 2021에 참가해 폴리에스터의 장점을 가진 제품을 선보인다.주에스케이텍스는 ,,,I,20221114,,
7838500073,2,20220105,연합뉴스,201206,다음주 에스케이씨앤씨 등 회사채 1조228억 발행,"서울연합뉴스 김재홍 기자  다음주1115일에 우리투자증권이 대표주관하는 에스케이씨앤씨 28회차 2천500억원을 비롯, 16건 1조228억원의 회사채가 발행된다고 한국금융투자협회가 ",,,I,20221114,,
7838500073,3,20220105,이데일리,202107,VC가 선택한 제약바이오셀인셀즈이지엔도서지컬 등 투자유치,"이데일리 이광수 기자 이번 주7월 2630일 벤처캐피탈과 액셀러레이터 등을 통해서 투자금을 유치한 제약바이오 기업이다. 스타트업의 경우 투자는 최초 투자 성격인 시드seed, 그리",,,I,20221114,,
7838500073,4,20220105,한겨레,200408,"SK기아엘지, 숨가쁜 4위전","어깨팔꿈치 정밀검진 결과공개계약후 첫 언...재생수643 재생시간1919150kmh고속 슬라이더, 대구권 최대어...재생수511이정후도 인정한 193cm 호타준족 고교유망...재생",,,I,20221114,,
7838500073,5,20220105,e대한경제,202103,시론 주식투자 성공 비결,       주식투자 열풍이 불고 있다. 우리나라에 주식투자 계좌를 만든 사람이 800만 명이다. 2020년에는 한국 우량기업을 외국인 투자자로부터 지키자는 동학개미운동이 일어났다,,,I,20221114,,
7838500073,6,20220105,한겨레,201006,"SK 독주, 롯데엘지 1등 공신",21일 현재 1위 에스케이의 승률은 0.682. 66경기에서 45승21패을 챙겼다. 열 번 싸우면 일곱 번쯤은 이긴다는 얘기다. 공동 7위 넥센과 한화는 0.397. 열 번 중 네,,,I,20221114,,
7838500073,7,20220105,한겨레,200406,두산 따라잡나 현대 달아나나,"어깨팔꿈치 정밀검진 결과공개계약후 첫 언...재생수725 재생시간1919150kmh고속 슬라이더, 대구권 최대어...재생수593스마트워치 벌금내고 스폰서생긴 사연양현종이...재생수",,,I,20221114,,
7838500073,8,20220105,오피니언뉴스,201807,2018 건설업체 상호협력 평가서 대우건설성보건설 최고점,"올해 종합건설업체 간 상호협력 평가에서 대기업은 대우건설이 98점, 중소기업은 성보건설산업주이 97점으로 최고점을 받았다.국토교통부는 1일 종합건설업체를 대상으로 2018년 건설업",,,I,20221114,,
7838500073,9,20220105,SBSBiz,201511,SBSCNBC 5STAR5스타 이승조 대표 11월 12일 투자 전략, 5스타 5STAR 오늘장 투자전략은 매일 아침 하나금융투자 스마트하나HT문의 15883111와 SBSCNBC 머니네버슬립스매주 월금 08301000 5STAR 코너에서 만나볼 수,,,I,20221114,,
7838500074,1,20220105,에이빙뉴스,202105,"주에스케이텍스, 대구국제섬유박람회 프리뷰 인 대구 2021서 폴리에스터 ...",주에스케이텍스는 5월 12일수부터 14일금까지 대구 엑스코에서 열리는 대구국제섬유박람회 프리뷰 인 대구 2021에 참가해 폴리에스터의 장점을 가진 제품을 선보인다.주에스케이텍스는 ,,,I,20221114,,
7838500074,2,20220105,한겨레,202008,미국 공화당 하원의원 SK이노 불법취업 문제 조사하라,미국 연방하원의원이 에스케이SK이노베이션 배터리 공장의 한국인 불법취업 문제를 조사해달라고 당국에 재차 촉구했다. 에스케이이노베이션은 시공을 맡은 협력업체에 주의를 요청했다고 해명,,,I,20221114,,
7838500074,3,20220105,연합뉴스,201206,다음주 에스케이씨앤씨 등 회사채 1조228억 발행,"서울연합뉴스 김재홍 기자  다음주1115일에 우리투자증권이 대표주관하는 에스케이씨앤씨 28회차 2천500억원을 비롯, 16건 1조228억원의 회사채가 발행된다고 한국금융투자협회가 ",,,I,20221114,,
7838500074,4,20220105,이데일리,202107,VC가 선택한 제약바이오셀인셀즈이지엔도서지컬 등 투자유치,"이데일리 이광수 기자 이번 주7월 2630일 벤처캐피탈과 액셀러레이터 등을 통해서 투자금을 유치한 제약바이오 기업이다. 스타트업의 경우 투자는 최초 투자 성격인 시드seed, 그리",,,I,20221114,,
7838500074,5,20220105,한겨레,200408,"SK기아엘지, 숨가쁜 4위전","어깨팔꿈치 정밀검진 결과공개계약후 첫 언...재생수725 재생시간1919150kmh고속 슬라이더, 대구권 최대어...재생수593스마트워치 벌금내고 스폰서생긴 사연양현종이...재생수",,,I,20221114,,
7838500074,6,20220105,e대한경제,202103,시론 주식투자 성공 비결,       주식투자 열풍이 불고 있다. 우리나라에 주식투자 계좌를 만든 사람이 800만 명이다. 2020년에는 한국 우량기업을 외국인 투자자로부터 지키자는 동학개미운동이 일어났다,,,I,20221114,,
7838500074,7,20220105,한겨레,200406,두산 따라잡나 현대 달아나나,"어깨팔꿈치 정밀검진 결과공개계약후 첫 언...재생수725 재생시간1919150kmh고속 슬라이더, 대구권 최대어...재생수593스마트워치 벌금내고 스폰서생긴 사연양현종이...재생수",,,I,20221114,,
7838500074,8,20220105,오피니언뉴스,201807,2018 건설업체 상호협력 평가서 대우건설성보건설 최고점,"올해 종합건설업체 간 상호협력 평가에서 대기업은 대우건설이 98점, 중소기업은 성보건설산업주이 97점으로 최고점을 받았다.국토교통부는 1일 종합건설업체를 대상으로 2018년 건설업",,,I,20221114,,
7838500074,9,20220105,SBSBiz,201511,SBSCNBC 5STAR5스타 이승조 대표 11월 12일 투자 전략, 5스타 5STAR 오늘장 투자전략은 매일 아침 하나금융투자 스마트하나HT문의 15883111와 SBSCNBC 머니네버슬립스매주 월금 08301000 5STAR 코너에서 만나볼 수,,,I,20221114,,
4022000075,1,,,,,,,,I,20221114,,
1050200076,1,20220530,스포츠투데이,202009,"박지훈정수정, 안방극장스크린 접수 나선 연기돌 ST이슈",,,,I,20221114,,
2248100077,1,20220408,강원일보,202112,여경협 강원지회 창립 22주년 기념식경제인대회,,,,I,20221114,,
2248100078,1,20220321,,,,,,,I,20221114,,
2248100078,2,20210930,강원일보,201911,포토뉴스강릉 이레아이에스 농림축산식품부 장관 표창 수상,강릉 주이레아이에스대표임창목사진 오른쪽는 지난 11일 대전 인터시티 호텔에서 열린 제22회 농림축산식품과학기술대상에서 농림축산식품부장관 표창을 수상했다. 이레아이에스는 ICT 기술,,,I,20221114,,
2248100078,3,20210930,대전일보,201902,"서산 이레산업, 부석중에 교통카드 전달",서산부석중학교는 성연면 소재 주이레산업사장 장청환으로부터 가정형편이 어려운 학생들의 꿈과 끼를 키워나가는데 써달라고 800만원의 교통카드 지원금을 전달받았다. 사진이레산업 홍강표 ,,,I,20221114,,
2248100078,4,20210930,뉴시스,202004,"미국 코로나19 검사, 지금까지 167만건, 이번주 100만건",서울뉴시스,,,I,20221114,,
2248100078,5,20210930,강원일보,201507,과학산단 입주 이레아이에스 디지털 이노베이션 대상,강릉과학산업진흥원원장원영석은 과학산업단지 입주업체인 주이레아이에스가 2015 디지털 이노베이션 대상을 수상했다고 23일 밝혔다.농업과 IT의 융합을 위해 농업 관련 다양한 프로젝트,,,I,20221114,,
2248100078,6,20210930,강원일보,201511,강릉파프리카 생산수출 성과 이레아이에스 측정기 호평,강릉강릉과학산업진흥원은 주이레아이에스대표임창목가 최근 보급한 배지 함수율 측정기가 도내 파프리카 농장의 고품질 파프리카 생산수출에 큰 성과를 내고 있다고 19일 밝혔다.이레아이에스,,,I,20221114,,
2248100078,7,20210930,강원일보,201708,강릉ICT 첨단 시설재배 시스템 베트남 진출,강릉강릉과학산업진흥원 입주기업 주이레아이에스대표임창목의 ICT를 활용한 첨단 시설재배 시스템이 베트남 시장 진출을 눈앞에 두고 있다. 과학기술정보통신부와 강릉시의 지원을 받아 20,,,I,20221114,,
2248100078,8,20210930,강원일보,201211,박람회 참여업체저탄소 고열처리목 뜨거운 반향,"주이레이앤엘대표 배규홍사진은 친환경 조경시설물 전문기업으로 강원도청 지정 우수제품, 도내 우선구매 및 홍보를 공식적으로 협조받고 있는 우수 기업이다. 친환경 조경시설물 전문기업이라",,,I,20221114,,
1196900079,1,20220408,,,,,,,I,20221114,,
2298100080,1,20220408,뉴스투데이,202110,연봉정밀분석77 SM이 실적은 우위지만 평균 연봉은 JYP가 훨씬 높아,,,,I,20221114,,
1078800081,1,20211019,오피니언뉴스,201812,"2019년 청년친화강소기업 1,127곳 선정","고용노동부는 14일 청년들에게 우수한 중소중견기업 정보를 제공하기 위해 2019년 청년친화강소기업을 선정발표했다.임금분야, 일생활균형 분야, 고용안정 분야에서 각 700개소가 선정",,,I,20221114,,
2098100082,1,20220408,뉴스워커,202107,"2021년 시공능력 평가 발표, 전년 대비 대방, 성도, 동서 등 10단계 이상 상승한 건설사",,,,I,20221114,,
1108600083,1,20210908,,,,,,,I,20221114,,
1358100084,1,20220321,,,,,,,I,20221114,,
1358100084,2,20210923,이투데이,201208,"공정위, 부림종합건축사사무소의 구두발주 및 하도급대금 미지급 행위 적발",공정거래위원회는 주부림종합건축사사무소의 구두위탁서면미발급행위에 대한 재발방지명령과 미지급 하도급대금 810만 원 및 지연이자 360만 원에 대한 지급명령을 의결했다고 22일 밝혔다,,,I,20221114,,
1358100084,3,20210923,강원도민일보,201203,도 여성체육사업 활성화 심혈,강원 여성체육활성화를 위한 도여성체육위원회위원장 임부자주 부림종합건설 대표가 30일 첫 간담회를 갖고 공식 출범했다.국제올림픽위원회 IOC의 올림픽위원회NOC 여성임원 비율 20 ,,,I,20221114,,
1358100084,4,20210923,강원일보,200903,경제 활성화 위한 일자리 창출 적극 노력,여성으로서는 처음으로 강원경영자총협회 제5대 회장에 추대된 임부자사진회장은 경영자와 노동자의 화합을 통한 생산적 노사관계 정착과 회원 권익옹호에 힘쓰겠다며 도 경제 활성화를 위해 ,,,I,20221114,,
1330300085,1,20210819,이데일리,202107,"SK머티리얼즈, 3Q도 호조그룹내 역할 주목목표가 하나",이데일리 김재은 기자 하나금융투자는 21일 SK머티리얼즈036490에 대해 2분기 영업이익이 예상을 웃도는 가운데 SK그룹내 가스 관련 밸류체인의 주도적 역할이 주목받을 수 있다고,,,I,20221114,,
1330300085,2,20210819,강원도민일보,201912,조병주 제이엔씨건설 대표진호인 한울기업 대표 도지사 표창,"강원도민일보 권소담 기자조병주 제이엔씨건설 대표,진호인 한울기업 대표가 도지사 표창을 수상한다.대한시설물유지관리협회 강원도회회장 박광표는 17일 원주 아모르컨벤션웨딩에서 제9회 정",,,I,20221114,,
1330300085,3,20210819,강원도민일보,201912,"제이엔씨건설 대표, 한울기업 대표 도지사 표창 수상","강원도민일보 권소담 기자 조병주 제이엔씨건설 대표,진호인 한울기업 대표가 도지사 표창을 수상한다.대한시설물유지관리협회 강원도회회장 박광표는 17일 원주 아모르컨벤션웨딩에서 제9회 ",,,I,20221114,,
1330300085,4,20210819,디지털타임스,201612,"제이엔씨벤자롱, 에이티젠과 아로마테라피 및 면역활성화제품 제휴 체결",국내 1위 아로마 테라피 전문기업 제이엔씨벤자롱대표 이진상과 세계 유일의 NK세포활성도 검사 개발업체 에이티젠대표 박상우이 아로마 테라피와 면역세포활성화 검사 시장 확대를 위해 제,,,I,20221114,,
1330300085,5,20210819,비즈니스포스트,202107,"SK머티리얼즈 주식 매수의견 유지, 3분기 사상최대 실적 예상","SK머티리얼즈 주식 매수의견이 유지됐다.SK머티리얼즈는 삼불화질소NF3부문의 실적 증가가 예상되며 SK머티리얼즈리뉴텍, SK머티리얼즈퍼포먼스, SK머티리얼즈제이엔씨 등 자회사의 출",,,I,20221114,,
1330300085,6,20210819,전자신문,201601,2015 베스트 셀러 제이엔씨벤자롱 레이디원,코스인코리아닷컴 손현주 기자 제이엔씨벤자롱JC벤자롱의 레이디원Lady이 2015년 베스트 셀러 화장품으로 선정됐다.현대 여성들이 흔하게 겪는 질병 중 하나가 질염이다. 또 스트레스,,,I,20221114,,
1330300085,7,20210819,디지털타임스,201510,"원광디지털대, 제이엔씨벤자롱과 업무협약 체결","원광디지털대학교와 제이엔시벤자롱이 업무협약을 맺고 관게자들이 기념포즈를 취하고 있다. 사진 왼쪽부터 제이엔씨벤자롱 최미경 이사, 이진상 대표, 원광디지털대학교 김효철 기획처장, 정",,,I,20221114,,
1330300085,8,20210819,전자신문,201509,"제이엔씨벤자롱, 카카오톡 선물하기 입점",코스인코리아닷컴 손현주 기자 제이엔씨벤자롱대표 이진상이 모바일 커머스 플랫폼 카카오톡 선물하기에 스파 프로그램과 아로마오일이 입점했다.제이엔씨벤자롱의 스파 프로그램과 아로마오일을 ,,,I,20221114,,
1330300085,9,20210819,에이빙뉴스,201408,"국제 LED  Display 제이엔씨테크, 단 한대라도 고객의 목적에 맞게 생산하...","제이엔씨테크대표 장민준, www.jnctech.co.kr는 27일수부터 29일금까지 3일 간 대구 EXCO에서 개최되는 2014 국제 LED  Display 전시회에 참가했다. M",,,I,20221114,,
1330300085,10,20210819,전자신문,201510,"제이엔씨벤자롱, 원광디지털대와 업무협약 체결",코스인코리아닷컴 손현주 기자 피부관리 전문기업 제이엔씨벤자롱대표 이진상과 원광디지털대학교총장 남궁문이 지난 10월 13일 영등포구 대림동에 위치한 원광디지털대학교 서울캠퍼스에서 업,,,I,20221114,,
1330300085,11,20210819,전자신문,201507,"제이엔씨벤자롱, 벤자롱 전문점 사업설명회 연다",코스인코리아닷컴 손현주 기자 제이엔씨벤자롱대표 이진상이 제주와 청주지역에서 사업설명회를 개최한다.제주 사업설명회는 오는 8월 18일 화요일 오후 2시부터 5시까지 제주관광대 평생교,,,I,20221114,,
1330300085,12,20210819,에이빙뉴스,201103,"미리보는 PhotoImaging 2011 코리아제이엔씨, 크리스탈 마블링 액자 선보여","SEOUL, Korea AVING Special Report on PHOTOIMAGING 2011  Visual News 사진영상은 시간의 추억을 담아내고 역사의 현장을 새겨나가는",,,I,20221114,,
1330300085,13,20210819,에이빙뉴스,201609,오토모티브위크 제이엔씨로드의 차량 위치 관제 솔루션 JCroad,"JCroad는 PC와 스마트폰을 통해 쉽고 편리하게 차량 위치를 추적, 관제할 수 있는 서비스로 절세를 위한 차량운행 기록부를 제공하며 실시간 차량 위치 확인을 통해 유지비 절감 ",,,I,20221114,,
1330300085,14,20210819,에이빙뉴스,201806,"LED  OLED EXPO 2018 제이엔씨테크, 친환경 인증 받은 산업용 조명 선봬",사진 설명 신제품 LED 공장등 HBM75E80L제이앤씨테크는 광합 계측 장비 생산으로 시작한 기업으로 현재 LED조명 사업까지 확장했다. 계측기와 조명 두 가지를 다루는 회사로는,,,I,20221114,,
1330300085,15,20210819,전자신문,202105,커지는 OLED 소재 시장인재 영입 활발,"SK머티리얼즈가 유기발광다이오드OLED 소재 사업을 강화하기 위해 삼성디스플레이 출신 최고기술책임자CTO를 영입, 눈길을 끌고 있다.삼성디스플레이에서 OLED 재료를 개발해 온 양",,,I,20221114,,
