사업자등록번호,순번,데이터수집일자,발행년도,보고서등록번호,발행기관명,보고서한글명,보고서영문명,초록한글,초록영문,국문키워드,영문키워드,목차,발행국가명,사용언어,원문정보URL,과제고유번호,과제명,과제수행기관명,연구책임자명,작업구분코드,데이터생성일자,연계처리상태코드,연계처리일자
1171400003,1,20221103,2015,TRKO201600015259,에스케이텔레콤(주),양자암호통신 네트워크 구축을 위한 요소기술 개발,Development of key technologies for quantum cryptography network, 해당 연도 추진 현황1 기술개발 추진 일정2 해당 연도 추진 실적1 개발 목표 주관기관에스케이텔레콤주 o GHz 급의 단일광자 신호 생성을 위한 모듈 설계 및 제작 LD 광원 모,,양자암호통신;양자암호키분배;단일광자 검출;얽힘광자 광원;양자 난수 생성;양자 원격전송;양자 네트워크;,,표 지... 1제출문... 2연차보고서... 3. 해당 연도 추진 현황... 4 1 기술개발 추진 일정... 4 2 해당 연도 추진 실적... 6. 기술개발결과... 36 1 논문,대한민국,Korean,https://scienceon.kisti.re.kr/commons/util/originalView.do?dbt=TRKO&cn=TRKO201600015259,1711021943,양자암호통신 네트워크 구축을 위한 요소기술 개발,SK텔레콤(주),조**,I,20221114,,
1171400003,2,20221103,2016,TRKO201600015288,에스케이텔레콤(주),통신장비에 적용을 위한 양자이론 기반의 퀀텀리피터 기술연구,Development of quantum repeater technology for the application to communication systems,연구개발성과양한 신규 챔버 설계 및 제작을 통한 챔버 구조 최적화 및 중성원자 발생용 오븐 정량적 평가 방법 개발2차 시스템용 레이저 주파수 모니터링 및 안정화 시스템 개발 Foc,,,,표지... 1정보통신방송 연구개발 4연차 보고서... 2제출문... 3목차... 6국문요약문... 7기술개발사업 주요 연구 성과... 12 1. 연구개발 목표... 12 2. 연구,대한민국,Korean,https://scienceon.kisti.re.kr/commons/util/originalView.do?dbt=TRKO&cn=TRKO201600015288,1711029261,통신장비에 적용을 위한 양자이론 기반의 퀀텀리피터 기술연구,SK텔레콤(주),곽**,I,20221114,,
1171400003,3,20221103,2016,TRKO201600002546,에스케이텔레콤(주),양자암호통신 네트워크 구축을 위한 요소기술 개발,Development of key technologies for quantum cryptography network,2 해당 연도 추진 실적1 개발 목표 주관기관에스케이텔레콤주 o GHz 급의 단일광자 신호 생성 단일광자 신호 생성부 모듈 1 GHz 동작 기술 개발o 1 GHz 급의 단일광자 검,,양자암호통신;양자암호키분배;단일광자 검출;얽힘광자 광원;양자 난수 생성;양자 원격전송;양자 네트워크;,,표지... 1제출문... 2연차보고서... 5. 해당 연도 추진 현황... 6 1. 기술개발 추진 일정... 6 2. 해당 연도 추진 실적... 7. 기술개발결과... 34 1 논,대한민국,Korean,https://scienceon.kisti.re.kr/commons/util/originalView.do?dbt=TRKO&cn=TRKO201600002546,1711026471,양자암호통신 네트워크 구축을 위한 요소기술 개발,SK텔레콤(주),조**,I,20221114,,
1171400003,4,20221103,2017,TRKO202100006941,에스케이텔레콤(주),통신장비에 적용을 위한 양자이론 기반의 퀀텀리피터 기술연구,Development of quantum repeater technology for the applicatiln to communication systems,,,이온트랩;양자얽힘;양자게이트;양자중계기;양자암호;,Ion trap;Quantum entanglement;Quantum gate;Quantum repeater;Quantum cryptography;,표지... 1제 출 문... 2보고서 요약서... 4요약문... 6목차... 28제 1장. 연구개발과제의 개요... 29제 2장. 연구수행내용 및 성과... 36 21절. 주관기관,대한민국,Korean,https://scienceon.kisti.re.kr/commons/util/originalView.do?dbt=TRKO&cn=TRKO202100006941,1711043011,통신장비에 적용을 위한 양자이론 기반의 퀀텀리피터 기술연구,SK텔레콤(주),곽**,I,20221114,,
1171400003,5,20221103,2018,TRKO202100008581,에스케이텔레콤(주),5G 기반 실감 미디어 및 응용 서비스 실증,,,,5G 시스템;가상현실/증강 현실 서비스;개인방송 서비스;스마트월 시스템;입체영상 디스플레이;,5th generation mobile communication system;Virtual Reality/ Augmented Reality Service;Personal Broad,표지... 1제 출 문... 2보고서 요약서... 3요약문... 4목차... 51. 연구개발과제의 개요... 62. 연구수행내용 및 성과... 8 21. 실감 미디어 서비스 기술.,대한민국,Korean,https://scienceon.kisti.re.kr/commons/util/originalView.do?dbt=TRKO&cn=TRKO202100008581,1711058529,5G 기반 실감 미디어 및 응용 서비스 실증,에스케이텔레콤㈜,장**,I,20221114,,
1212000004,1,20221102,2015,TRKO201600015259,에스케이텔레콤(주),양자암호통신 네트워크 구축을 위한 요소기술 개발,Development of key technologies for quantum cryptography network, 해당 연도 추진 현황1 기술개발 추진 일정2 해당 연도 추진 실적1 개발 목표 주관기관에스케이텔레콤주 o GHz 급의 단일광자 신호 생성을 위한 모듈 설계 및 제작 LD 광원 모,,양자암호통신;양자암호키분배;단일광자 검출;얽힘광자 광원;양자 난수 생성;양자 원격전송;양자 네트워크;,,표 지... 1제출문... 2연차보고서... 3. 해당 연도 추진 현황... 4 1 기술개발 추진 일정... 4 2 해당 연도 추진 실적... 6. 기술개발결과... 36 1 논문,대한민국,Korean,https://scienceon.kisti.re.kr/commons/util/originalView.do?dbt=TRKO&cn=TRKO201600015259,1711021943,양자암호통신 네트워크 구축을 위한 요소기술 개발,SK텔레콤(주),조**,I,20221114,,
1212000004,2,20221102,2016,TRKO201600015288,에스케이텔레콤(주),통신장비에 적용을 위한 양자이론 기반의 퀀텀리피터 기술연구,Development of quantum repeater technology for the application to communication systems,연구개발성과양한 신규 챔버 설계 및 제작을 통한 챔버 구조 최적화 및 중성원자 발생용 오븐 정량적 평가 방법 개발2차 시스템용 레이저 주파수 모니터링 및 안정화 시스템 개발 Foc,,,,표지... 1정보통신방송 연구개발 4연차 보고서... 2제출문... 3목차... 6국문요약문... 7기술개발사업 주요 연구 성과... 12 1. 연구개발 목표... 12 2. 연구,대한민국,Korean,https://scienceon.kisti.re.kr/commons/util/originalView.do?dbt=TRKO&cn=TRKO201600015288,1711029261,통신장비에 적용을 위한 양자이론 기반의 퀀텀리피터 기술연구,SK텔레콤(주),곽**,I,20221114,,
1212000004,3,20221102,2016,TRKO201600002546,에스케이텔레콤(주),양자암호통신 네트워크 구축을 위한 요소기술 개발,Development of key technologies for quantum cryptography network,2 해당 연도 추진 실적1 개발 목표 주관기관에스케이텔레콤주 o GHz 급의 단일광자 신호 생성 단일광자 신호 생성부 모듈 1 GHz 동작 기술 개발o 1 GHz 급의 단일광자 검,,양자암호통신;양자암호키분배;단일광자 검출;얽힘광자 광원;양자 난수 생성;양자 원격전송;양자 네트워크;,,표지... 1제출문... 2연차보고서... 5. 해당 연도 추진 현황... 6 1. 기술개발 추진 일정... 6 2. 해당 연도 추진 실적... 7. 기술개발결과... 34 1 논,대한민국,Korean,https://scienceon.kisti.re.kr/commons/util/originalView.do?dbt=TRKO&cn=TRKO201600002546,1711026471,양자암호통신 네트워크 구축을 위한 요소기술 개발,SK텔레콤(주),조**,I,20221114,,
1212000004,4,20221102,2017,TRKO202100006941,에스케이텔레콤(주),통신장비에 적용을 위한 양자이론 기반의 퀀텀리피터 기술연구,Development of quantum repeater technology for the applicatiln to communication systems,,,이온트랩;양자얽힘;양자게이트;양자중계기;양자암호;,Ion trap;Quantum entanglement;Quantum gate;Quantum repeater;Quantum cryptography;,표지... 1제 출 문... 2보고서 요약서... 4요약문... 6목차... 28제 1장. 연구개발과제의 개요... 29제 2장. 연구수행내용 및 성과... 36 21절. 주관기관,대한민국,Korean,https://scienceon.kisti.re.kr/commons/util/originalView.do?dbt=TRKO&cn=TRKO202100006941,1711043011,통신장비에 적용을 위한 양자이론 기반의 퀀텀리피터 기술연구,SK텔레콤(주),곽**,I,20221114,,
1212000004,5,20221102,2018,TRKO202100008581,에스케이텔레콤(주),5G 기반 실감 미디어 및 응용 서비스 실증,,,,5G 시스템;가상현실/증강 현실 서비스;개인방송 서비스;스마트월 시스템;입체영상 디스플레이;,5th generation mobile communication system;Virtual Reality/ Augmented Reality Service;Personal Broad,표지... 1제 출 문... 2보고서 요약서... 3요약문... 4목차... 51. 연구개발과제의 개요... 62. 연구수행내용 및 성과... 8 21. 실감 미디어 서비스 기술.,대한민국,Korean,https://scienceon.kisti.re.kr/commons/util/originalView.do?dbt=TRKO&cn=TRKO202100008581,1711058529,5G 기반 실감 미디어 및 응용 서비스 실증,에스케이텔레콤㈜,장**,I,20221114,,
1274000005,1,20221102,,,,,,,,,,,,,,,,,,I,20221114,,
1058200006,1,20221102,,,,,,,,,,,,,,,,,,I,20221114,,
5382500007,1,20221103,2013,TRKO201800012976,(주)우진,원전 주급수유량 정밀측정용 초음파유량계Spool Piece Type 국산화개발,,,,주급수;초음파 유량계;측정불확도;,,표지  ... 1제 출 문  ... 2요 약 서 초 록  ... 3목차  ... 4제 1 장 개발기술의 개요  ... 6제 1 절 개발기술의 중요성  ... 61. 기술적 필요성 ,대한민국,Korean,https://scienceon.kisti.re.kr/commons/util/originalView.do?dbt=TRKO&cn=TRKO201800012976,1425066597,원전 주급수유량 정밀측정용 초음파유량계Spool Piece Type 국산화 개발,(주)우진,유**,I,20221114,,
5382500007,2,20221103,2014,TRKO201400029014,(주)우진,원자력 안전등급Class 1E 무기절연 케이블 집합체 국산화 기술 개발,,,,무기절연;케이블;커넥터;노내핵계측기;열전대;,,표지 ... 1제출문 ... 2기술개발사업 최종보고서 초록 ... 3기술개발사업 주요 연구성과 ... 9제 1 장 서론 ... 12 제 1 절 과제의 개요 ... 12제 2 장 과,대한민국,Korean,https://scienceon.kisti.re.kr/commons/util/originalView.do?dbt=TRKO&cn=TRKO201400029014,1415125963,원자력 안전등급Class 1E 무기절연 케이블 집합체 국산화기술 개발,우진,박**,I,20221114,,
5382500007,3,20221103,2016,TRKO201800039892,(주)우진,측정불확도 1.0 급 요소수미터 성능평가를 위한 실사용 조건의 검사설비 개발,,,,측정불확도;요소수 미터;성능평가;검사설비;친환경;,,표지... 1제출문... 2계량측정기술 고도화 사업 최종보고서 초록... 3계량측정기술 고도화 사업 주요 연구성과... 11목차... 14제1장 서론... 15 제1절 과제의 개요,대한민국,Korean,https://scienceon.kisti.re.kr/commons/util/originalView.do?dbt=TRKO&cn=TRKO201800039892,1415140506,측정불확도 1.0 급 요소수미터 성능평가를 위한 실사용 조건의 검사설비 개발,(주)우진,남**,I,20221114,,
5382500007,4,20221103,2013,TRKO201500012611,우진(주),원전 주급수유량 정밀측정용 초음파유량계Spool Piece Type 국산화 개발,,,,주급수;초음파 유량계;측정불확도;,,표지 ... 1제출문 ... 2요약서초록 ... 3목차 ... 4제 1 장 개발기술의 개요 ... 6 제 1 절 개발기술의 중요성 ... 6  1. 기술적 필요성 ... 6  2.,대한민국,Korean,https://scienceon.kisti.re.kr/commons/util/originalView.do?dbt=TRKO&cn=TRKO201500012611,1425066597,원전 주급수유량 정밀측정용 초음파유량계Spool Piece Type 국산화 개발,(주)우진,유**,I,20221114,,
5382500007,5,20221103,2018,TRKO202200007096,(주)우진,전로 및 전기로 출강구 슬래그 유출방지 시스템,,3 개발결과 요약 최종목표출강시 Slag의 유출량을 저감시켜 철강의 품질 향상을 도모하고 후속 공정에서의 Slag 저감에 대한 부하를 덜어 원가를 절감함으로써 생산성 향상을 실현하,,슬래그;유출량 측정;분사노즐;유출방지;가스분사;,,표지... 1제 출 문... 2최종보고서 초록... 3기술개발사업 주요 연구 성과... 10목차... 13제 1 장 서론... 14 제 1 절 과제의 개요... 14제 2 장 기술,대한민국,Korean,https://scienceon.kisti.re.kr/commons/util/originalView.do?dbt=TRKO&cn=TRKO202200007096,1415152294,전로 및 전기로 출강구 슬래그 유출 방지 시스템,(주)우진,강**,I,20221114,,
5382500007,6,20221103,2004,TRKO201100002931,(주)우진,환경개선용 고규소 내산주철 재료설계 및 양산기술,Development of high silicon cast iron,토양오염방지를 위한 환경기술과 관련해서 국내에서는 최초로 고규소 내산주철에 대한 기초연구를 성공적으로 완료한 본 연구진에서 금번 사업과제를 통하여 고규소 내산주철의 재료설계기술 및,In relation to environmental technology for soil pollution prevention WOOJINs Material Development T,,,제출문 ...1요약문 ...2SUMMARY ...7CONTENTS ...10목차 ...11제1장 서론 ...12제2장 국내외 기술개발 현황 ...15제3장 연구개발수행 내용 및 결,대한민국,Korean,https://scienceon.kisti.re.kr/commons/util/originalView.do?dbt=TRKO&cn=TRKO201100002931,1480000266,환경개선용 고규소 내산주철 재료설계 및 양산기술,(주)우진,백**,I,20221114,,
5382500007,7,20221103,2018,TRKO201900006688,(주)우진,철도 시공을 위한 14톤급 굴삭기용 궤도 주행장치 및 어태치먼트 개발,,,,철도 궤도;굴삭기 주행창치;침목교체 작업장치;철도굴삭기;,,비공개항목입니다.,대한민국,Korean,https://scienceon.kisti.re.kr/commons/util/originalView.do?dbt=TRKO&cn=TRKO201900006688,1425106282,철도 시공을 위한 14톤급 굴삭기용 궤도 주행장치 및 어태치먼트 개발,주식회사 우진,노**,I,20221114,,
5382500007,8,20221103,2006,TRKO201400029523,(주)우진,자기 출력형 중성자 검출기 및 감도측정기술 개발,Localization of Self Powered Neutron Detector  Sensitivity Calibration,,,,,비공개항목입니다.,대한민국,Korean,https://scienceon.kisti.re.kr/commons/util/originalView.do?dbt=TRKO&cn=TRKO201400029523,1410059317,자기 출력형 중성자 검출기 및 감도측정기술 개발,(주)우진,유**,I,20221114,,
1198100008,1,20221103,2020,TRKO202100022493,천재교육,다문화 가정 및 외국인을 위한 5G 기반 다자 참여형 한국문화교육 플랫폼,5G based Social Korean Culture education platform for foreigner  multicultural family,,,,,표지... 1목차... 21. 연차실적... 3 1. 연구개발의 개요... 3 2. 연구개발 목표... 4 3. 연구개발 결과... 5 4. 연구개발 목표의 달성도 및 자체평가..,대한민국,Korean,https://scienceon.kisti.re.kr/commons/util/originalView.do?dbt=TRKO&cn=TRKO202100022493,1375027118,다문화 가정 및 외국인을 위한 5G 기반 다자 참여형 한국문화교육 플랫폼,(주)천재교육,이**,I,20221114,,
1100200009,1,20221102,2006,TRKO200700007473,대상(주),인삼 가공 중 농약 감소율 산출 연구,Studies on reduction factors of residual pesticides in the process of ginseng,본 연구의 목적은 재배중인 인삼에 2006년 및 2007년 등록예상 농약인 살충제 cyfluthrin thiamethoxam tefluthrin ethoprophos와 살균제 di,This project was undertaken to obtain the scientific data for establishing the MRLs of pesticides on,인삼(수삼);건삼;홍삼;인삼농축액;홍삼농축액;감소계수;,ginseng;dried ginseng;red ginseng;ginseng extract;red ginseng extract;reduction factor;,용역연구사업 연구결과보고서...1제출문...2목차...3I. 연구개발결과 요약문...4 한글 요약문...4 영문 요약문...5II. 총괄연구개발과제 연구결과...6 제1장 총괄연구,대한민국,Korean,https://scienceon.kisti.re.kr/commons/util/originalView.do?dbt=TRKO&cn=TRKO200700007473,1470001828,인삼 가공중 농약 감소율 산출 연구,(주)대상,장**,I,20221114,,
1100200009,2,20221102,2014,TRKO201600018158,대상(주),산업 바이오를 이용한 피롤리돈 생산기술 개발,,,,피롤리돈;아미노부틸산;나일론4;글루타민산;글루타민산 탈탄산효소;,,표지 ... 1제 출 문 ... 2기술개발사업 최종보고서 초록 ... 3기술개발사업 주요 연구성과 ... 6목차 ... 13제 1 장 서론 ... 14 제 1 절 과제의 개요 ..,대한민국,Korean,https://scienceon.kisti.re.kr/commons/util/originalView.do?dbt=TRKO&cn=TRKO201600018158,1415129724,산업 바이오를 이용한 피롤리돈 생산기술 개발,대상주식회사,박**,I,20221114,,
1100200009,3,20221102,2015,TRKO201500011157,대상(주),전통발효법을 응용한 3단 발효식초에 대한 공정표준화 및 건강기능성 연구,The process standardization and identification of health functionality about threestage fermentation,,,,,표지 ... 1제 출 문 ... 2제1세부 전통발효법을 응용한 3단 발효식초의 과학적 규명 및 표준화 ... 3 요약문 ... 4 SUMMARY ... 7 CONTENTS ... ,대한민국,Korean,https://scienceon.kisti.re.kr/commons/util/originalView.do?dbt=TRKO&cn=TRKO201500011157,1545007269,전통발효법을 응용한 3단 발효식초에 대한 공정표준화 및 건강기능성 연구,대상(주),김**,I,20221114,,
1100200009,4,20221102,2013,TRKO201500008881,대상(주),C3 플랫폼 화합물 제조 및 정제기술 개발,,,,대사공학;산업바이오;재조합 미생물;젖산;혐기발효;,,비공개항목입니다.,대한민국,Korean,https://scienceon.kisti.re.kr/commons/util/originalView.do?dbt=TRKO&cn=TRKO201500008881,1415124795,C3 플랫폼 화합물 제조 및 정제기술 개발,대상주식회사,박**,I,20221114,,
1100200009,5,20221102,2014,TRKO201500009331,대상(주),산업 바이오를 이용한 피롤리돈 생산기술 개발,,,,2-피롤리돈;글루탐산;나일론 4;아미노부틸산;탈탄산 효소;,,비공개항목입니다.,대한민국,Korean,https://scienceon.kisti.re.kr/commons/util/originalView.do?dbt=TRKO&cn=TRKO201500009331,1415129724,산업 바이오를 이용한 피롤리돈 생산기술 개발,대상주식회사,박**,I,20221114,,
1100200009,6,20221102,2017,TRKO201700012694,대상(주),"소형정밀, 박육 압출제품 시현",,,,공정개선;압출공정;알루미늄 빌렛;박육 경량;소형정밀;,,비공개항목입니다.,대한민국,Korean,https://scienceon.kisti.re.kr/commons/util/originalView.do?dbt=TRKO&cn=TRKO201700012694,1425103097,생산성 향상 및 불량률 감소를 위한 수동 화덕형 Billet 가열로 공정프로세스 개선,대상경금속,박**,I,20221114,,
1100200009,7,20221102,2018,TRKO202200007109,대상(주),폴리아마이드 510의 단량체 카다베린의 생물학적 생산기술 및 바이오 폴리아마이드 510 중합기술 개발,,3 개발결과 요약 최종목표본 연구과제의 최종 목표는 바이오매스 유래의 폴리아마이드 510의 전구체인 카다베린cadaverine을 효율적으로 생산하는 기술 및 이를 이용한 바이오 폴,,바이오화학기술;바이오폴리머;폴리아마이드 510;카다베린;생물전환;대사공학;용매추출공정;폴리아마이드 중합;,,표지... 1제 출 문... 2최종보고서 초록... 3기술개발사업 주요 연구성과... 12목차... 20제 1 장 서론... 21 제 1 절 과제의 개요... 21제 2 장 과제 ,대한민국,Korean,https://scienceon.kisti.re.kr/commons/util/originalView.do?dbt=TRKO&cn=TRKO202200007109,1415156005,폴리아마이드 510의 단랑체 카다베린의 생물학적 생산기술 및 바이오 폴리아마이드 510 중합기술개발,대상주식회사,김**,I,20221114,,
1388200010,1,20221102,2015,TRKO201600003971,정보통신정책연구원,단말기 유통구조 정상화 및 이용자 편익증진을 위한 제도개선방안 연구,A Study on Policy Improvements for Normalization of Mobile Phone Distribution Structure and Enhancem,4 연구 내용 및 결과아이폰 출시 이후 급속도로 성장해온 전 세계 스마트폰 시장은 신흥 시장의 출하량 증가에 힘입어 성장세를 유지하고 있지만 주요 선진 시장의 포화로 인한 출하량 ,4 Research ResultsThe growth of smartphone markets worldwide is expected to slow down mainly due to ,,,표지... 1제 출 문... 7목차... 9표목차... 11그림목차... 13요 약 문... 17SUMMARY... 25CONTENTS... 27제 1 장 서 론... 29제 2 ,대한민국,Korean,https://scienceon.kisti.re.kr/commons/util/originalView.do?dbt=TRKO&cn=TRKO201600003971,1711026797,단말기 유통구조 정상화 및 이용자 편익 증진을 위한 제도개선방안 연구,정보통신정책연구원,김**,I,20221114,,
