사업자등록번호,순번,데이터수집일자,국내출원번호,DOCDB패밀리ID,DOCDB출원국가코드,DOCDB출원일자,DOCDB출원종류코드,DOCDB출원번호,DOCDB공보국가코드,DOCDB공보일자,DOCDB공보종류코드,DOCDB공보번호,작업구분코드,데이터생성일자,연계처리상태코드,연계처리일자
1208600046,3,20220509,1020130026283,51537090,KR,20140311,W,2014002019,WO,20140918,A1,2014142528,I,20221114,,
1208600046,4,20220509,1020130064861,50656525,CN,20131115,A,201380077119,CN,20190528,B,105247905,I,20221114,,
1208600046,5,20220509,1020130064861,50656525,CN,20131115,A,201380077119,CN,20160113,A,105247905,I,20221114,,
1208600046,6,20220509,1020130064861,50656525,US,20131115,A,201314895493,US,20180508,B2,9967286,I,20221114,,
1208600046,7,20220509,1020130064861,50656525,US,20131115,A,201314895493,US,20160505,A1,2016127416,I,20221114,,
1208600046,8,20220509,1020130064861,50656525,KR,20131115,W,2013010374,WO,20141211,A1,2014196700,I,20221114,,
1208600046,9,20220509,1020130064864,52008315,KR,20131115,W,2013010375,WO,20141211,A1,2014196701,I,20221114,,
1208600046,10,20220509,1020150002949,55082594,KR,20160105,W,2016000057,WO,20160714,A1,2016111525,I,20221114,,
1138100047,1,20220509,,,,,,,,,,,I,20221114,,
1028600048,1,20220427,1020157032003,48521346,IL,20151006,A,24186915,IL,20190530,A,241869,I,20221114,,
1028600048,2,20220427,1020157032003,48521346,RU,20140409,A,2015147892,RU,20170515,A,2015147892,I,20221114,,
1028600048,3,20220427,1020157032003,48521346,HK,20160321,A,16103245,HK,20160819,A1,1215235,I,20221114,,
1028600048,4,20220427,1020157032003,48521346,RU,20140409,A,2015147892,RU,20180419,C2,2651301,I,20221114,,
1028600048,5,20220427,1020157032003,48521346,EP,20140409,A,14716798,EP,20160217,A1,2984014,I,20221114,,
1028600048,6,20220427,1020157032003,48521346,FR,20130409,A,1353166,FR,20141010,A1,3004174,I,20221114,,
1028600048,7,20220427,1020157032003,48521346,FR,20130409,A,1353166,FR,20150821,B1,3004174,I,20221114,,
1028600048,8,20220427,1020157032003,48521346,EP,20140409,W,2014057104,WO,20141016,A1,2014166973,I,20221114,,
1028600048,9,20220427,1020157032003,48521346,CN,20140409,A,201480024782,CN,20151216,A,105164036,I,20221114,,
1028600048,10,20220427,1020157032003,48521346,CN,20140409,A,201480024782,CN,20180406,B,105164036,I,20221114,,
1351900049,1,20220512,,,,,,,,,,,I,20221114,,
1252300050,1,20220510,,,,,,,,,,,I,20221114,,
5632800051,1,20220531,,,,,,,,,,,I,20221114,,
1048100052,1,20220428,,,,,,,,,,,I,20221114,,
1288100053,1,20220510,,,,,,,,,,,I,20221114,,
1050300054,1,20220428,,,,,,,,,,,I,20221114,,
1050500055,1,20220428,,,,,,,,,,,I,20221114,,
8048800056,1,20220605,1019750000097,,,,,,,,,,I,20221114,,
8048800056,2,20220605,1019980020936,23659323,AT,19960319,T,96301865,AT,20021115,T,227461,I,20221114,,
8048800056,3,20220605,1019980020936,23659323,TW,19960216,A,85101938,TW,19971021,B,318241,I,20221114,,
8048800056,4,20220605,1019980020936,23659323,NO,19960311,A,960994,NO,19960311,D0,960994,I,20221114,,
8048800056,5,20220605,1019980020936,23659323,ES,19960319,T,97116982,ES,20020401,T3,2166035,I,20221114,,
8048800056,6,20220605,1019980020936,23659323,DK,19960319,T,97116982,DK,20011119,T3,0818777,I,20221114,,
8048800056,7,20220605,1019980020936,23659323,ID,19960329,D,990145,ID,19961024,A,21816,I,20221114,,
8048800056,8,20220605,1019980020936,23659323,AT,19960319,T,97116982,AT,20011115,T,207649,I,20221114,,
8048800056,9,20220605,1019980020936,23659323,SG,19960227,A,1998001352,SG,20000822,A1,74634,I,20221114,,
8048800056,10,20220605,1019980020936,23659323,SG,19960227,A,1998001349,SG,20000822,A1,74633,I,20221114,,
6818100057,1,20220605,,,,,,,,,,,I,20221114,,
4168100058,1,20220524,,,,,,,,,,,I,20221114,,
1368100059,1,20220512,,,,,,,,,,,I,20221114,,
6698800060,1,20220604,,,,,,,,,,,I,20221114,,
7838500061,1,20220605,1020200006421,,,,,,,,,,I,20221114,,
7838500061,2,20220605,1020200012331,,,,,,,,,,I,20221114,,
7838500061,3,20220605,1020200013083,,,,,,,,,,I,20221114,,
7838500061,4,20220605,1020190001099,,,,,,,,,,I,20221114,,
7838500061,5,20220605,1020200029193,,,,,,,,,,I,20221114,,
7838500061,6,20220605,1020200176766,,,,,,,,,,I,20221114,,
7838500061,7,20220605,1020200011890,,,,,,,,,,I,20221114,,
7838500061,8,20220605,1020200008649,,,,,,,,,,I,20221114,,
7838500061,9,20220605,1020190000998,71407378,EP,20200102,A,20736068,EP,20211110,A1,3907618,I,20221114,,
7838500061,10,20220605,1020190000998,71407378,KR,20200102,W,2020000022,WO,20200709,A1,2020141882,I,20221114,,
1090600062,1,20220428,,,,,,,,,,,I,20221114,,
2298100063,1,20220517,3020030024468,,,,,,,,,,I,20221114,,
2298100063,2,20220517,1020130122551,52828290,US,20140915,A,201415029351,US,20160804,A1,2016224111,I,20221114,,
2298100063,3,20220517,1020130122551,52828290,KR,20140915,W,2014008561,WO,20150423,A1,2015056886,I,20221114,,
2298100063,4,20220517,1020140007297,52590808,JP,20141212,A,2016548233,JP,20171108,B2,6228317,I,20221114,,
2298100063,5,20220517,1020140007297,52590808,JP,20141212,A,2016548233,JP,20170216,A,2017505489,I,20221114,,
2298100063,6,20220517,1020140007297,52590808,KR,20141212,W,2014012240,WO,20150730,A1,2015111842,I,20221114,,
2298100063,7,20220517,1020160022397,58543080,KR,20160922,A,20160121477,KR,20170523,B1,101737794,I,20221114,,
2298100063,8,20220517,1020160022397,58543080,KR,20160623,W,2016006650,WO,20170608,A1,2017094990,I,20221114,,
2298100063,9,20220517,1020160121477,58543080,KR,20160225,A,20160022397,KR,20170228,B1,101710918,I,20221114,,
2298100063,10,20220517,1020160121477,58543080,KR,20160623,W,2016006650,WO,20170608,A1,2017094990,I,20221114,,
1068100064,1,20220428,3020200057559,,,,,,,,,,I,20221114,,
6058600065,1,20220603,1020170035392,,,,,,,,,,I,20221114,,
5021400066,1,20220526,,,,,,,,,,,I,20221114,,
2118700067,1,20220515,,,,,,,,,,,I,20221114,,
3671700068,1,20221103,,,,,,,,,,,I,20221114,,
1280700069,1,20220510,,,,,,,,,,,I,20221114,,
1108100070,1,20220509,1020130039090,49638779,US,20140227,A,201414770548,US,20160114,A1,2016012742,I,20221114,,
1108100070,2,20220509,1020130039090,49638779,KR,20140227,W,2014001615,WO,20140904,A1,2014133334,I,20221114,,
1108100070,3,20220509,1020130039090,49638779,CN,20140227,A,201480011048,CN,20160113,A,105246568,I,20221114,,
1108100070,4,20220509,1020130039089,49638794,CN,20140227,A,201480011045,CN,20151202,A,105120969,I,20221114,,
1108100070,5,20220509,1020130039089,49638794,CN,20140227,A,201480011045,CN,20171215,B,105120969,I,20221114,,
1108100070,6,20220509,1020130039089,49638794,US,20140227,A,201414770537,US,20160114,A1,2016012741,I,20221114,,
1108100070,7,20220509,1020130039089,49638794,KR,20140227,W,2014001613,WO,20140904,A1,2014133333,I,20221114,,
1108100070,8,20220509,1020150099606,55081910,KR,20160223,W,2016001747,WO,20170119,A1,2017010649,I,20221114,,
1108100070,9,20220509,1020150099606,55081910,US,20160223,A,201615580685,US,20180705,A1,2018189251,I,20221114,,
1212000071,1,20221103,,,,,,,,,,,I,20221114,,
4060500072,1,20220523,,,,,,,,,,,I,20221114,,
7838500073,1,20220605,1020200004288,,,,,,,,,,I,20221114,,
7838500073,2,20220605,1020200008291,,,,,,,,,,I,20221114,,
7838500073,3,20220605,1020190107378,74683882,KR,20200831,W,2020011625,WO,20210304,A1,2021040491,I,20221114,,
7838500073,4,20220605,1020200029193,,,,,,,,,,I,20221114,,
7838500073,5,20220605,1020200008649,,,,,,,,,,I,20221114,,
7838500073,6,20220605,1020200176766,,,,,,,,,,I,20221114,,
7838500073,7,20220605,1020190001092,71407311,KR,20200102,W,2020000023,WO,20201001,A3,2020141883,I,20221114,,
7838500073,8,20220605,1020190001092,71407311,KR,20200102,W,2020000023,WO,20200709,A2,2020141883,I,20221114,,
7838500073,9,20220605,1020200013478,,,,,,,,,,I,20221114,,
7838500073,10,20220605,1020200011890,,,,,,,,,,I,20221114,,
7838500074,1,20220605,1020200004288,,,,,,,,,,I,20221114,,
7838500074,2,20220605,1020190000998,71407378,EP,20200102,A,20736068,EP,20211110,A1,3907618,I,20221114,,
7838500074,3,20220605,1020190000998,71407378,KR,20200102,W,2020000022,WO,20200709,A1,2020141882,I,20221114,,
7838500074,4,20220605,1020190142501,,,,,,,,,,I,20221114,,
7838500074,5,20220605,1020200006421,,,,,,,,,,I,20221114,,
7838500074,6,20220605,1020200011890,,,,,,,,,,I,20221114,,
7838500074,7,20220605,1020190001099,,,,,,,,,,I,20221114,,
7838500074,8,20220605,1020200008291,,,,,,,,,,I,20221114,,
7838500074,9,20220605,1020190107378,74683882,KR,20200831,W,2020011625,WO,20210304,A1,2021040491,I,20221114,,
7838500074,10,20220605,1020200013083,,,,,,,,,,I,20221114,,
4022000075,1,20220522,,,,,,,,,,,I,20221114,,
1050200076,1,20220428,,,,,,,,,,,I,20221114,,
2248100077,1,20220517,,,,,,,,,,,I,20221114,,
2248100078,1,20220517,,,,,,,,,,,I,20221114,,
1196900079,1,20220509,,,,,,,,,,,I,20221114,,
2298100080,1,20220517,,,,,,,,,,,I,20221114,,
1078800081,1,20220428,1020180153454,,,,,,,,,,I,20221114,,
2098100082,1,20221102,,,,,,,,,,,I,20221114,,
1108600083,1,20220509,,,,,,,,,,,I,20221114,,
1358100084,1,20220512,,,,,,,,,,,I,20221114,,
1330300085,1,20220512,1020180078968,64989943,JP,20180706,A,2018129376,JP,20190131,A,2019014890,I,20221114,,
1330300085,2,20220512,1020180078968,64989943,CN,20180706,A,201810736414,CN,20190115,A,109207162,I,20221114,,
1330300085,3,20220512,1020167030687,54392592,CN,20150508,A,201580024274,CN,20200407,B,106459736,I,20221114,,
1330300085,4,20220512,1020167030687,54392592,TW,20150508,A,104114717,TW,20151216,A,201546166,I,20221114,,
1330300085,5,20220512,1020167030687,54392592,TW,20150508,A,104114717,TW,20190501,B,I658091,I,20221114,,
1330300085,6,20220512,1020167030687,54392592,JP,20150508,A,2016517942,JP,20170420,A1,WO2015170744,I,20221114,,
1330300085,7,20220512,1020167030687,54392592,JP,20150508,A,2016517942,JP,20200226,B2,6653793,I,20221114,,
1330300085,8,20220512,1020167030687,54392592,US,20150508,A,201515309793,US,20180410,B2,9938371,I,20221114,,
1330300085,9,20220512,1020167030687,54392592,US,20150508,A,201515309793,US,20170518,A1,2017137561,I,20221114,,
1330300085,10,20220512,1020167030687,54392592,EP,20150508,A,15788695,EP,20170315,A1,3141589,I,20221114,,
1192200086,1,20220509,,,,,,,,,,,I,20221114,,
1050300087,1,20220428,,,,,,,,,,,I,20221114,,
1268600088,1,20220510,,,,,,,,,,,I,20221114,,
1358100089,1,20220512,,,,,,,,,,,I,20221114,,
1248700090,1,20220510,,,,,,,,,,,I,20221114,,
2138600091,1,20220515,,,,,,,,,,,I,20221114,,
2972700092,1,20220519,,,,,,,,,,,I,20221114,,
5048500093,1,20220526,,,,,,,,,,,I,20221114,,
3832400094,1,20220522,,,,,,,,,,,I,20221114,,
6318100095,1,20220604,,,,,,,,,,,I,20221114,,
1018100096,1,20221103,,,,,,,,,,,I,20221114,,
6808100097,1,20220605,1020200078643,75148595,KR,20200828,A,20200109175,KR,20210310,A,20210027176,I,20221114,,
6808100097,2,20220605,1020200078643,75148595,KR,20200827,A,20200108738,KR,20210310,A,20210027165,I,20221114,,
6808100097,3,20220605,1020200078643,75148595,KR,20200722,A,20200090765,KR,20210310,A,20210027072,I,20221114,,
6808100097,4,20220605,1020200078643,75148595,SG,20200724,A,11202011766P,SG,20210429,A,11202011766P,I,20221114,,
6808100097,5,20220605,1020200078643,75148595,SG,20200828,A,11202108944T,SG,20210929,A,11202108944T,I,20221114,,
6808100097,6,20220605,1020190094493,67473544,CN,20181106,A,201880096394,CN,20210326,A,112567411,I,20221114,,
6808100097,7,20220605,1020190094493,67473544,CN,20190806,A,201980053676,CN,20210326,A,112567413,I,20221114,,
6808100097,8,20220605,1020190094493,67473544,IL,20210128,A,28050621,IL,20210325,D0,280506,I,20221114,,
6808100097,9,20220605,1020190094493,67473544,SG,20190805,A,11202101357U,SG,20210429,A,11202101357U,I,20221114,,
6808100097,10,20220605,1020190094493,67473544,SG,20190806,A,11202006096V,SG,20200729,A,11202006096V,I,20221114,,
2048100098,1,20220514,,,,,,,,,,,I,20221114,,
4708800099,1,20220525,,,,,,,,,,,I,20221114,,
1058200100,1,20220428,,,,,,,,,,,I,20221114,,
1238100101,1,20221103,,,,,,,,,,,I,20221114,,
1248100102,1,20220510,,,,,,,,,,,I,20221114,,
4168100103,1,20220524,,,,,,,,,,,I,20221114,,
1198100104,1,20220509,,,,,,,,,,,I,20221114,,
1248100105,1,20220510,,,,,,,,,,,I,20221114,,
6148200106,1,20220604,,,,,,,,,,,I,20221114,,
1918100107,1,20220514,1020170182888,62781067,US,20200626,A,202016913959,US,20201119,A1,2020360089,I,20221114,,
1918100107,2,20220514,1020170182888,62781067,EP,20181115,A,18894558,EP,20201104,A1,3733107,I,20221114,,
1918100107,3,20220514,1020170182888,62781067,EP,20181115,A,18894558,EP,20210825,A4,3733107,I,20221114,,
1918100107,4,20220514,1020170182888,62781067,KR,20181115,W,2018013947,WO,20190704,A1,2019132244,I,20221114,,
1918100107,5,20220514,1020170182888,62781067,CN,20181115,A,201880088984,CN,20201013,A,111770735,I,20221114,,
1918100107,6,20220514,1020170182890,62628297,KR,20180905,W,2018010330,WO,20190704,A1,2019132166,I,20221114,,
1918100107,7,20220514,1020170182889,62780721,KR,20180905,W,2018010329,WO,20190704,A1,2019132165,I,20221114,,
1918100107,8,20220514,1020170182889,62780721,CN,20180905,A,201880088961,CN,20201013,A,111771244,I,20221114,,
1918100107,9,20220514,1020170182889,62780721,US,20200626,A,202016914141,US,20201112,A1,2020357502,I,20221114,,
1918100107,10,20220514,1020170182889,62780721,EP,20180905,A,18896154,EP,20210922,A4,3734608,I,20221114,,
2018100108,1,20220514,1020070092173,,,,,,,,,,I,20221114,,
2018100108,2,20220514,3020030007341,,,,,,,,,,I,20221114,,
2018100108,3,20220514,3020030007327,,,,,,,,,,I,20221114,,
2018100108,4,20220514,3020030007328,,,,,,,,,,I,20221114,,
2018100108,5,20220514,3020030007342,,,,,,,,,,I,20221114,,
2018100108,6,20220514,3020030024696,,,,,,,,,,I,20221114,,
4120400109,1,20220524,1020070039282,,,,,,,,,,I,20221114,,
1108100110,1,20220509,,,,,,,,,,,I,20221114,,
1018100111,1,20220427,1020180147238,69002395,US,20181220,A,201816227293,US,20200528,A1,2020167745,I,20221114,,
1018100111,2,20220427,1020130145708,,,,,,,,,,I,20221114,,
1018100111,3,20220427,1020130164153,,,,,,,,,,I,20221114,,
1138600112,1,20220509,,,,,,,,,,,I,20221114,,
1108100113,1,20220509,,,,,,,,,,,I,20221114,,
1298600114,1,20220511,,,,,,,,,,,I,20221114,,
6218100115,1,20220604,,,,,,,,,,,I,20221114,,
6168100116,1,20220604,1020130102429,,,,,,,,,,I,20221114,,
6168100116,2,20220604,1020160076631,,,,,,,,,,I,20221114,,
3148100117,1,20220521,,,,,,,,,,,I,20221114,,
1208800118,1,20220509,1020210139570,,,,,,,,,,I,20221114,,
1208800118,2,20220509,1020210139569,,,,,,,,,,I,20221114,,
1228100119,1,20221103,,,,,,,,,,,I,20221114,,
1238100120,1,20220509,1020170035392,,,,,,,,,,I,20221114,,
1238100120,2,20220509,1020150114682,,,,,,,,,,I,20221114,,
1238100120,3,20220509,1020200035642,,,,,,,,,,I,20221114,,
1130100121,1,20220509,,,,,,,,,,,I,20221114,,
4081800122,1,20220523,1019800004783,,,,,,,,,,I,20221114,,
8965300123,1,20220606,1019800004783,,,,,,,,,,I,20221114,,
5038100124,1,20220526,2020030023485,,,,,,,,,,I,20221114,,
1098100125,1,20220509,,,,,,,,,,,I,20221114,,
5138100126,1,20220531,,,,,,,,,,,I,20221114,,
1078600127,1,20220428,,,,,,,,,,,I,20221114,,
1208600128,1,20221102,,,,,,,,,,,I,20221114,,
7858500129,1,20220605,1020200010192,,,,,,,,,,I,20221114,,
7858500129,2,20220605,1020200011890,,,,,,,,,,I,20221114,,
7858500129,3,20220605,1020190001099,,,,,,,,,,I,20221114,,
7858500129,4,20220605,1020200008649,,,,,,,,,,I,20221114,,
7858500129,5,20220605,1020200008291,,,,,,,,,,I,20221114,,
7858500129,6,20220605,1020200013083,,,,,,,,,,I,20221114,,
7858500129,7,20220605,1020200013478,,,,,,,,,,I,20221114,,
7858500129,8,20220605,1020180170165,,,,,,,,,,I,20221114,,
7858500129,9,20220605,1020190142501,,,,,,,,,,I,20221114,,
7858500129,10,20220605,1020200176766,,,,,,,,,,I,20221114,,
3038100130,1,20220519,,,,,,,,,,,I,20221114,,
1058100131,1,20220428,,,,,,,,,,,I,20221114,,
3678100132,1,20220522,1020170074439,60811479,KR,20170613,A,20170074432,KR,20180503,B1,101854431,I,20221114,,
3678100132,2,20220522,1020170074439,60811479,KR,20171123,A,20170157627,KR,20180524,A,20180054505,I,20221114,,
3678100132,3,20220522,1020170074439,60811479,KR,20180426,A,20180048708,KR,20180524,A,20180054528,I,20221114,,
3678100132,4,20220522,3020180040641,,,,,,,,,,I,20221114,,
1058600133,1,20220428,,,,,,,,,,,I,20221114,,
1228100134,1,20221103,,,,,,,,,,,I,20221114,,
1148600135,1,20220509,,,,,,,,,,,I,20221114,,
3886100136,1,20220522,,,,,,,,,,,I,20221114,,
1058200137,1,20220428,,,,,,,,,,,I,20221114,,
1058500138,1,20220428,,,,,,,,,,,I,20221114,,
1098600139,1,20220509,1020160126257,,,,,,,,,,I,20221114,,
1098600139,2,20220509,1020190135475,75143347,JP,20201029,A,2020181720,JP,20210506,A,2021072125,I,20221114,,
1098600139,3,20220509,1020190135475,75143347,US,20201029,A,202017084338,US,20210429,A1,2021125295,I,20221114,,
1098600139,4,20220509,1020210105651,76135827,KR,20200106,A,20200001419,KR,20211116,B1,102326877,I,20221114,,
1098600139,5,20220509,1020210105651,76135827,KR,20200106,A,20200001419,KR,20210527,A,20210061229,I,20221114,,
1098600139,6,20220509,1020210105651,76135827,KR,20210810,A,20210105632,KR,20210819,A,20210102143,I,20221114,,
1098600139,7,20220509,1020170121035,,,,,,,,,,I,20221114,,
2118700140,1,20220515,,,,,,,,,,,I,20221114,,
5940900141,1,20221102,,,,,,,,,,,I,20221114,,
1028100142,1,20220427,1020190062746,,,,,,,,,,I,20221114,,
1028100142,2,20220427,1020190062748,,,,,,,,,,I,20221114,,
1028100142,3,20220427,1020190179829,,,,,,,,,,I,20221114,,
1028100142,4,20220427,3020200016748,,,,,,,,,,I,20221114,,
1028100142,5,20220427,3020200016729,,,,,,,,,,I,20221114,,
1028100142,6,20220427,1020210014262,,,,,,,,,,I,20221114,,
2018100143,1,20220514,1020130096296,,,,,,,,,,I,20221114,,
2018100143,2,20220514,1020120073576,,,,,,,,,,I,20221114,,
2018100143,3,20220514,1020120073577,,,,,,,,,,I,20221114,,
2018100143,4,20220514,2020080004589,,,,,,,,,,I,20221114,,
1273000144,1,20220510,,,,,,,,,,,I,20221114,,
1188100145,1,20220509,1020160157375,,,,,,,,,,I,20221114,,
1208700146,1,20220509,1020150110105,,,,,,,,,,I,20221114,,
1268600147,1,20220510,,,,,,,,,,,I,20221114,,
1078700148,1,20220428,,,,,,,,,,,I,20221114,,
1098100149,1,20220509,,,,,,,,,,,I,20221114,,
1148600150,1,20220509,,,,,,,,,,,I,20221114,,
1148100151,1,20220509,,,,,,,,,,,I,20221114,,
1398100152,1,20220513,,,,,,,,,,,I,20221114,,
2368700153,1,20220517,1020200141362,,,,,,,,,,I,20221114,,
7068100154,1,20220605,,,,,,,,,,,I,20221114,,
2018100155,1,20220514,,,,,,,,,,,I,20221114,,
4218600156,1,20220524,,,,,,,,,,,I,20221114,,
6168100157,1,20220604,1020160069668,,,,,,,,,,I,20221114,,
1358600158,1,20220512,1020160171900,59281518,CN,20171113,A,201711115059,CN,20180629,A,108217207,I,20221114,,
1358600158,2,20220512,1020160171900,59281518,CN,20171113,A,201711115059,CN,20190802,B,108217207,I,20221114,,
1208700159,1,20221102,,,,,,,,,,,I,20221114,,
7568600160,1,20220605,,,,,,,,,,,I,20221114,,
2118800161,1,20220515,,,,,,,,,,,I,20221114,,
1058500162,1,20220428,,,,,,,,,,,I,20221114,,
5048600163,1,20220526,,,,,,,,,,,I,20221114,,
2208100164,1,20220516,3020030027215,,,,,,,,,,I,20221114,,
2208100164,2,20220516,3020030027217,,,,,,,,,,I,20221114,,
2208100164,3,20220516,3020030027216,,,,,,,,,,I,20221114,,
2208100164,4,20220516,3020030028011,,,,,,,,,,I,20221114,,
2208100164,5,20220516,3020030028009,,,,,,,,,,I,20221114,,
2208100164,6,20220516,3020030028010,,,,,,,,,,I,20221114,,
2208100164,7,20220516,3020030028006,,,,,,,,,,I,20221114,,
2208100164,8,20220516,3020030028007,,,,,,,,,,I,20221114,,
2208100164,9,20220516,3020030028008,,,,,,,,,,I,20221114,,
2208100164,10,20220516,1020030079453,,,,,,,,,,I,20221114,,
1262500165,1,20220510,,,,,,,,,,,I,20221114,,
2148600166,1,20220515,1020100033742,42645268,JP,20110412,A,2011087920,JP,20111104,A,2011222021,I,20221114,,
2148600166,2,20220515,1020100033742,42645268,JP,20110412,A,2011087920,JP,20140521,B2,5497684,I,20221114,,
2148600166,3,20220515,1020110064038,45396925,KR,20110712,W,2011005081,WO,20130103,A1,2013002445,I,20221114,,
2148600166,4,20220515,1020190063471,,,,,,,,,,I,20221114,,
2148600166,5,20220515,1020150097615,,,,,,,,,,I,20221114,,
2148600166,6,20220515,1020190176041,,,,,,,,,,I,20221114,,
2148600166,7,20220515,1020140056450,,,,,,,,,,I,20221114,,
2148600166,8,20220515,1020100109657,46024604,JP,20101109,A,2012541935,JP,20121220,A,2012533137,I,20221114,,
2148600166,9,20220515,1020100109657,46024604,KR,20101109,W,2010007881,WO,20120510,A1,2012060497,I,20221114,,
1138100167,1,20220509,,,,,,,,,,,I,20221114,,
3148100168,1,20220521,,,,,,,,,,,I,20221114,,
2218100169,1,20220516,2019830009646,,,,,,,,,,I,20221114,,
2218100169,2,20220516,3020190016119,,,,,,,,,,I,20221114,,
2218100169,3,20220516,1020100031498,,,,,,,,,,I,20221114,,
2218100169,4,20220516,3020070022918,,,,,,,,,,I,20221114,,
2218100169,5,20220516,3019900011776,,,,,,,,,,I,20221114,,
2218100169,6,20220516,2019940021114,,,,,,,,,,I,20221114,,
2218100169,7,20220516,3020130000891,,,,,,,,,,I,20221114,,
2218100169,8,20220516,3020190016120,,,,,,,,,,I,20221114,,
2218100169,9,20220516,3020070022927,,,,,,,,,,I,20221114,,
2218100169,10,20220516,3019830011684,,,,,,,,,,I,20221114,,
1348700170,1,20220512,,,,,,,,,,,I,20221114,,
2118800171,1,20220515,1020170074959,,,,,,,,,,I,20221114,,
2170400172,1,20220515,,,,,,,,,,,I,20221114,,
1058700173,1,20220428,,,,,,,,,,,I,20221114,,
1068100174,1,20220428,,,,,,,,,,,I,20221114,,
2208100175,1,20220516,1020130011372,49858156,AU,20190109,A,2019200112,AU,20190207,A1,2019200112,I,20221114,,
2208100175,2,20220516,1020130011372,49858156,US,20140123,A,201414763165,US,20151217,A1,2015363891,I,20221114,,
2208100175,3,20220516,1020130011372,49858156,EP,20140123,A,14746367,EP,20160622,A4,2953044,I,20221114,,
