사업자등록번호,순번,데이터수집일자,데이터구분,과제명,과제코드,성과ID,성과고유번호,성과년도,과제기준년도,부처코드,부처명,예산사업코드,예산사업명,연구수행기관코드,연구수행주체명,6T코드,6T분류명,국가기술지도코드,국가기술지도명,과학기술표준대분류코드,과학기술표준대분류명,과학기술표준중분류코드,과학기술표준중분류명,과학기술표준소분류코드,과학기술표준소분류명,작업구분코드,데이터생성일자,연계처리상태코드,연계처리일자
1240400001,16,20221102,EQU,양자암호통신 네트워크 구축을 위한 요소기술 개발,1711006494,20140424000000172023,NFEC-2014-04-186959,2014,2013,P12,미래창조과학부,U60011,SW컴퓨팅 산업원천기술개발사업,AAA4095,SK텔레콤주,010411,기타 정보기술,010100,광통신 기술,EE0403,전달망,,,,,I,20221114,,
1240400001,17,20221102,EQU,단말 독립형 퍼스널 클라우드 시스템,1415115570,20120917000000153986,NFEC-2012-09-170414,2011,2011,N38,지식경제부,W00190,SW컴퓨팅산업원천기술개발,ABX2964,한국클라우드컴퓨팅연구조합,010311,멀티미디어 단말기 및 운영체계기술,060000,위의 국가기술지도(NTRM) 99개 핵심기술 분류에 속하지 않는 기타 연구,L10,U-컴퓨팅,,,,,I,20221114,,
1240400001,18,20221102,EQU,통신장비에 적용을 위한 양자이론 기반의 퀀텀 리피터 기술 연구,1415124155,20130926000000167801,NFEC-2013-09-182988,2013,2012,N38,지식경제부,U60009,차세대통신네트워크산업원천기술개발,AAA4095,SK텔레콤주,010214,기타 네트워크기술,060000,위의 국가기술지도(NTRM) 99개 핵심기술 분류에 속하지 않는 기타 연구,L0403,전달망,,,,,I,20221114,,
1240400001,19,20221102,EQU,통신장비에 적용을 위한 양자이론 기반의 퀀텀 리피터 기술 연구,1415124155,20130926000000167819,NFEC-2013-09-182989,2013,2012,N38,지식경제부,U60009,차세대통신네트워크산업원천기술개발,AAA4095,SK텔레콤주,010214,기타 네트워크기술,060000,위의 국가기술지도(NTRM) 99개 핵심기술 분류에 속하지 않는 기타 연구,L0403,전달망,,,,,I,20221114,,
1240400001,20,20221102,EQU,데이터 허브 센터 및 도시행정 서비스 고도화 기술 개발,1615011522,20201222000000251299,NFEC-2020-12-266801,2020,2020,P26,국토교통부,1034,국가전략프로젝트,ZA80529,SK텔레콤,010315,정보검색 및 DB기술,110302,초고속·대용량 데이터 플랫폼 기술,EE0202,S/W 솔루션,EE0203,System Integration,EE1001,U-컴퓨팅 플랫폼/응용기술,I,20221114,,
1240400001,21,20221102,EQU,단말 독립형 퍼스널 클라우드 시스템,1415115570,20120917000000153974,NFEC-2012-09-170374,2011,2011,N38,지식경제부,W00190,SW컴퓨팅산업원천기술개발,ABX2964,한국클라우드컴퓨팅연구조합,010311,멀티미디어 단말기 및 운영체계기술,060000,위의 국가기술지도(NTRM) 99개 핵심기술 분류에 속하지 않는 기타 연구,L10,U-컴퓨팅,,,,,I,20221114,,
1240400001,22,20221102,EQU,주관음성 및 정신질환 예측진단관리를 위한 음성언어생체신호 통합 인공지능 의료기기 개발,1711138147,20220314000000262341,NFEC-2022-03-277219,2022,2021,P98,다부처,13111015015511001138417,"범부처전주기의료기기연구개발사업RD과기정통부,복지부,산업부",ABX2180,연세대학,020217,의과학·의공학 기술,080501,의료영상융합기술,LC0999,달리 분류되지 않는 간호과학,LC0499,달리 분류되지 않는 치료/진단기기,LC0299,달리 분류되지 않는 임상의학,I,20221114,,
1240400001,23,20221102,EQU,uCity 환경 기반 하이브리드 u로봇 서비스 시스템 기술 개발,1415107457,20120330000000136594,NFEC-2012-03-160113,2011,2010,N38,지식경제부,200907434580301A,로봇산업원천기술개발사업,AAA4095,SK텔레콤주,010316,기타 정보처리시스템 및 S/W 기술,012300,인공지능·지능로봇 기술,H05,로봇/자동화기계,,,,,I,20221114,,
1242100002,1,20221102,EQU,데이터 허브 센터 및 도시행정 서비스 고도화 기술 개발,1615011522,20201222000000251300,NFEC-2020-12-266802,2020,2020,P26,국토교통부,1034,국가전략프로젝트,ZA80529,SK텔레콤,010315,정보검색 및 DB기술,110302,초고속·대용량 데이터 플랫폼 기술,EE0202,S/W 솔루션,EE0203,System Integration,EE1001,U-컴퓨팅 플랫폼/응용기술,I,20221114,,
1242100002,2,20221102,EQU,uCity 환경 기반 하이브리드 u로봇 서비스 시스템 기술 개발,1415107457,20120330000000136531,NFEC-2012-03-160134,2011,2010,N38,지식경제부,200907434580301A,로봇산업원천기술개발사업,AAA4095,SK텔레콤주,010316,기타 정보처리시스템 및 S/W 기술,012300,인공지능·지능로봇 기술,H05,로봇/자동화기계,,,,,I,20221114,,
1242100002,3,20221102,EQU,단말 독립형 퍼스널 클라우드 시스템,1415108217,20120917000000153982,NFEC-2012-09-170418,2011,2010,N38,지식경제부,200907431390301A,SW컴퓨팅산업원천기술개발,ABX2964,한국클라우드컴퓨팅연구조합,010311,멀티미디어 단말기 및 운영체계기술,060000,위의 국가기술지도(NTRM) 99개 핵심기술 분류에 속하지 않는 기타 연구,L10,U-컴퓨팅,,,,,I,20221114,,
1242100002,4,20221102,EQU,단말 독립형 퍼스널 클라우드 시스템,1415115570,20120917000000153985,NFEC-2012-09-170415,2011,2011,N38,지식경제부,W00190,SW컴퓨팅산업원천기술개발,ABX2964,한국클라우드컴퓨팅연구조합,010311,멀티미디어 단말기 및 운영체계기술,060000,위의 국가기술지도(NTRM) 99개 핵심기술 분류에 속하지 않는 기타 연구,L10,U-컴퓨팅,,,,,I,20221114,,
1242100002,5,20221102,EQU,양자암호통신 네트워크 구축을 위한 요소기술 개발,1711006494,20140424000000172023,NFEC-2014-04-186959,2014,2013,P12,미래창조과학부,U60011,SW컴퓨팅 산업원천기술개발사업,AAA4095,SK텔레콤주,010411,기타 정보기술,010100,광통신 기술,EE0403,전달망,,,,,I,20221114,,
1242100002,6,20221102,EQU,단말 독립형 퍼스널 클라우드 시스템,1415115570,20120917000000153986,NFEC-2012-09-170414,2011,2011,N38,지식경제부,W00190,SW컴퓨팅산업원천기술개발,ABX2964,한국클라우드컴퓨팅연구조합,010311,멀티미디어 단말기 및 운영체계기술,060000,위의 국가기술지도(NTRM) 99개 핵심기술 분류에 속하지 않는 기타 연구,L10,U-컴퓨팅,,,,,I,20221114,,
1242100002,7,20221102,EQU,통신장비에 적용을 위한 양자이론 기반의 퀀텀 리피터 기술 연구,1415124155,20130926000000167801,NFEC-2013-09-182988,2013,2012,N38,지식경제부,U60009,차세대통신네트워크산업원천기술개발,AAA4095,SK텔레콤주,010214,기타 네트워크기술,060000,위의 국가기술지도(NTRM) 99개 핵심기술 분류에 속하지 않는 기타 연구,L0403,전달망,,,,,I,20221114,,
1242100002,8,20221102,EQU,통신장비에 적용을 위한 양자이론 기반의 퀀텀 리피터 기술 연구,1415124155,20130926000000167819,NFEC-2013-09-182989,2013,2012,N38,지식경제부,U60009,차세대통신네트워크산업원천기술개발,AAA4095,SK텔레콤주,010214,기타 네트워크기술,060000,위의 국가기술지도(NTRM) 99개 핵심기술 분류에 속하지 않는 기타 연구,L0403,전달망,,,,,I,20221114,,
1242100002,9,20221102,EQU,데이터 허브 센터 및 도시행정 서비스 고도화 기술 개발,1615011522,20201222000000251299,NFEC-2020-12-266801,2020,2020,P26,국토교통부,1034,국가전략프로젝트,ZA80529,SK텔레콤,010315,정보검색 및 DB기술,110302,초고속·대용량 데이터 플랫폼 기술,EE0202,S/W 솔루션,EE0203,System Integration,EE1001,U-컴퓨팅 플랫폼/응용기술,I,20221114,,
1242100002,10,20221102,EQU,단말 독립형 퍼스널 클라우드 시스템,1415115570,20120917000000153974,NFEC-2012-09-170374,2011,2011,N38,지식경제부,W00190,SW컴퓨팅산업원천기술개발,ABX2964,한국클라우드컴퓨팅연구조합,010311,멀티미디어 단말기 및 운영체계기술,060000,위의 국가기술지도(NTRM) 99개 핵심기술 분류에 속하지 않는 기타 연구,L10,U-컴퓨팅,,,,,I,20221114,,
1242100002,11,20221102,EQU,주관음성 및 정신질환 예측진단관리를 위한 음성언어생체신호 통합 인공지능 의료기기 개발,1711138147,20220314000000262341,NFEC-2022-03-277219,2022,2021,P98,다부처,13111015015511001138417,"범부처전주기의료기기연구개발사업RD과기정통부,복지부,산업부",ABX2180,연세대학,020217,의과학·의공학 기술,080501,의료영상융합기술,LC0999,달리 분류되지 않는 간호과학,LC0499,달리 분류되지 않는 치료/진단기기,LC0299,달리 분류되지 않는 임상의학,I,20221114,,
1242100002,12,20221102,EQU,uCity 환경 기반 하이브리드 u로봇 서비스 시스템 기술 개발,1415107457,20120330000000136594,NFEC-2012-03-160113,2011,2010,N38,지식경제부,200907434580301A,로봇산업원천기술개발사업,AAA4095,SK텔레콤주,010316,기타 정보처리시스템 및 S/W 기술,012300,인공지능·지능로봇 기술,H05,로봇/자동화기계,,,,,I,20221114,,
1242100002,13,20221102,EQU,통신장비에 적용을 위한 양자이론 기반의 퀀텀 리피터 기술 연구,1711006529,20141001000000177680,NFEC-2014-10-192655,2014,2013,P12,미래창조과학부,U60009,차세대통신네트워크 산업원천기술개발사업,AAA4095,SK텔레콤주,010214,기타 네트워크기술,060000,위의 국가기술지도(NTRM) 99개 핵심기술 분류에 속하지 않는 기타 연구,EE04,광대역 통합망,,,,,I,20221114,,
1242100002,14,20221102,EQU,통신장비에 적용을 위한 양자이론 기반의 퀀텀리피터 기술연구,1711022095,20150825000000193664,NFEC-2015-09-204632,2015,2014,P12,미래창조과학부,12508013013145004535322,차세대통신네트워크산업원천기술개발,AAA4095,SK텔레콤주,010411,기타 정보기술,010201,차세대 유무선 통신네트워크 기술(5G),EE9999,달리 분류되지 않는 정보/통신,,,,,I,20221114,,
1242100002,15,20221102,EQU,통신장비에 적용을 위한 양자이론 기반의 퀀텀리피터 기술연구,1711022095,20150825000000193639,NFEC-2015-08-204483,2015,2014,P12,미래창조과학부,12508013013145004535322,차세대통신네트워크산업원천기술개발,AAA4095,SK텔레콤주,010411,기타 정보기술,010201,차세대 유무선 통신네트워크 기술(5G),EE9999,달리 분류되지 않는 정보/통신,,,,,I,20221114,,
1242100002,16,20221102,EQU,통신장비에 적용을 위한 양자이론 기반의 퀀텀 리피터 기술 연구,1711006529,20140825000000176890,NFEC-2014-08-191048,2014,2013,P12,미래창조과학부,U60009,차세대통신네트워크 산업원천기술개발사업,AAA4095,SK텔레콤주,010214,기타 네트워크기술,060000,위의 국가기술지도(NTRM) 99개 핵심기술 분류에 속하지 않는 기타 연구,EE04,광대역 통합망,,,,,I,20221114,,
1242100002,17,20221102,EQU,양자암호통신 네트워크 구축을 위한 요소기술 개발,1711026471,20151013000000194856,NFEC-2015-10-205398,2015,2015,P12,미래창조과학부,D100D190D191,SW컴퓨팅산업원천기술개발,AAA4095,SK텔레콤주,010411,기타 정보기술,010201,차세대 유무선 통신네트워크 기술(5G),EE0403,전달망,,,,,I,20221114,,
1242100002,18,20221102,EQU,양자암호통신망 구축을 통한 신뢰성 검증기술 및 QKD 고도화를 위한 핵심요소기술 개발,1711042435,20170215000000207842,NFEC-2017-02-236190,2017,2016,P12,미래창조과학부,3100310031633163304,ITSW융합산업원천기술개발RD,ABY3350,에스케이텔레콤주,010214,기타 네트워크기술,010102,신개념 컴퓨팅 기술(양자·뉴로 등),EE0699,달리 분류되지 않는 이동통신,,,,,I,20221114,,
1242100002,19,20221102,EQU,양자암호통신망 구축을 통한 신뢰성 검증기술 및 QKD 고도화를 위한 핵심요소기술 개발,1711042435,20170221000000207953,NFEC-2017-02-236295,2017,2016,P12,미래창조과학부,3100310031633163304,ITSW융합산업원천기술개발RD,ABY3350,에스케이텔레콤주,010214,기타 네트워크기술,010102,신개념 컴퓨팅 기술(양자·뉴로 등),EE0699,달리 분류되지 않는 이동통신,,,,,I,20221114,,
1242100002,20,20221102,EQU,통신장비에 적용을 위한 양자이론 기반의 퀀텀리피터 기술연구,1711043011,20170830000000211101,NFEC-2017-08-239477,2017,2016,P12,미래창조과학부,1400130013411341301,방송통신산업기술개발RD,AAA4095,SK텔레콤주,010411,기타 정보기술,010201,차세대 유무선 통신네트워크 기술(5G),EE1101,이동통신 모듈/부품,,,,,I,20221114,,
1242100002,21,20221102,EQU,양자암호통신망 구축을 통한 신뢰성 검증기술 및 QKD 고도화를 위한 핵심요소기술 개발,1711042435,20170214000000207816,NFEC-2017-02-236216,2017,2016,P12,미래창조과학부,3100310031633163304,ITSW융합산업원천기술개발RD,ABY3350,에스케이텔레콤주,010214,기타 네트워크기술,010102,신개념 컴퓨팅 기술(양자·뉴로 등),EE0699,달리 분류되지 않는 이동통신,,,,,I,20221114,,
1242100002,22,20221102,EQU,통신장비에 적용을 위한 양자이론 기반의 퀀텀리피터 기술연구,1711043011,20170830000000211102,NFEC-2017-08-239476,2017,2016,P12,미래창조과학부,1400130013411341301,방송통신산업기술개발RD,AAA4095,SK텔레콤주,010411,기타 정보기술,010201,차세대 유무선 통신네트워크 기술(5G),EE1101,이동통신 모듈/부품,,,,,I,20221114,,
1242100002,23,20221102,EQU,양자암호통신 네트워크 구축을 위한 요소기술 개발,1711006494,20140424000000172022,NFEC-2014-04-186975,2014,2013,P12,미래창조과학부,U60011,SW컴퓨팅 산업원천기술개발사업,AAA4095,SK텔레콤주,010411,기타 정보기술,010100,광통신 기술,EE0403,전달망,,,,,I,20221114,,
1171400003,1,20221103,EQU,양자암호통신망 구축을 통한 신뢰성 검증기술 및 QKD 고도화를 위한 핵심요소기술 개발,1711042435,20170214000000207816,NFEC-2017-02-236216,2017,2016,P12,미래창조과학부,3100310031633163304,ITSW융합산업원천기술개발RD,ABY3350,에스케이텔레콤주,010214,기타 네트워크기술,010102,신개념 컴퓨팅 기술(양자·뉴로 등),EE0699,달리 분류되지 않는 이동통신,,,,,I,20221114,,
1171400003,2,20221103,EQU,통신장비에 적용을 위한 양자이론 기반의 퀀텀리피터 기술연구,1711043011,20170830000000211102,NFEC-2017-08-239476,2017,2016,P12,미래창조과학부,1400130013411341301,방송통신산업기술개발RD,AAA4095,SK텔레콤주,010411,기타 정보기술,010201,차세대 유무선 통신네트워크 기술(5G),EE1101,이동통신 모듈/부품,,,,,I,20221114,,
1171400003,3,20221103,EQU,양자암호통신 네트워크 구축을 위한 요소기술 개발,1711006494,20140424000000172022,NFEC-2014-04-186975,2014,2013,P12,미래창조과학부,U60011,SW컴퓨팅 산업원천기술개발사업,AAA4095,SK텔레콤주,010411,기타 정보기술,010100,광통신 기술,EE0403,전달망,,,,,I,20221114,,
1171400003,4,20221103,EQU,데이터 허브 센터 및 도시행정 서비스 고도화 기술 개발,1615011522,20201222000000251300,NFEC-2020-12-266802,2020,2020,P26,국토교통부,1034,국가전략프로젝트,ZA80529,SK텔레콤,010315,정보검색 및 DB기술,110302,초고속·대용량 데이터 플랫폼 기술,EE0202,S/W 솔루션,EE0203,System Integration,EE1001,U-컴퓨팅 플랫폼/응용기술,I,20221114,,
1171400003,5,20221103,EQU,uCity 환경 기반 하이브리드 u로봇 서비스 시스템 기술 개발,1415107457,20120330000000136531,NFEC-2012-03-160134,2011,2010,N38,지식경제부,200907434580301A,로봇산업원천기술개발사업,AAA4095,SK텔레콤주,010316,기타 정보처리시스템 및 S/W 기술,012300,인공지능·지능로봇 기술,H05,로봇/자동화기계,,,,,I,20221114,,
1171400003,6,20221103,EQU,단말 독립형 퍼스널 클라우드 시스템,1415108217,20120917000000153982,NFEC-2012-09-170418,2011,2010,N38,지식경제부,200907431390301A,SW컴퓨팅산업원천기술개발,ABX2964,한국클라우드컴퓨팅연구조합,010311,멀티미디어 단말기 및 운영체계기술,060000,위의 국가기술지도(NTRM) 99개 핵심기술 분류에 속하지 않는 기타 연구,L10,U-컴퓨팅,,,,,I,20221114,,
1171400003,7,20221103,EQU,단말 독립형 퍼스널 클라우드 시스템,1415115570,20120917000000153985,NFEC-2012-09-170415,2011,2011,N38,지식경제부,W00190,SW컴퓨팅산업원천기술개발,ABX2964,한국클라우드컴퓨팅연구조합,010311,멀티미디어 단말기 및 운영체계기술,060000,위의 국가기술지도(NTRM) 99개 핵심기술 분류에 속하지 않는 기타 연구,L10,U-컴퓨팅,,,,,I,20221114,,
1171400003,8,20221103,EQU,양자암호통신 네트워크 구축을 위한 요소기술 개발,1711006494,20140424000000172023,NFEC-2014-04-186959,2014,2013,P12,미래창조과학부,U60011,SW컴퓨팅 산업원천기술개발사업,AAA4095,SK텔레콤주,010411,기타 정보기술,010100,광통신 기술,EE0403,전달망,,,,,I,20221114,,
1171400003,9,20221103,EQU,단말 독립형 퍼스널 클라우드 시스템,1415115570,20120917000000153986,NFEC-2012-09-170414,2011,2011,N38,지식경제부,W00190,SW컴퓨팅산업원천기술개발,ABX2964,한국클라우드컴퓨팅연구조합,010311,멀티미디어 단말기 및 운영체계기술,060000,위의 국가기술지도(NTRM) 99개 핵심기술 분류에 속하지 않는 기타 연구,L10,U-컴퓨팅,,,,,I,20221114,,
1171400003,10,20221103,EQU,통신장비에 적용을 위한 양자이론 기반의 퀀텀 리피터 기술 연구,1415124155,20130926000000167801,NFEC-2013-09-182988,2013,2012,N38,지식경제부,U60009,차세대통신네트워크산업원천기술개발,AAA4095,SK텔레콤주,010214,기타 네트워크기술,060000,위의 국가기술지도(NTRM) 99개 핵심기술 분류에 속하지 않는 기타 연구,L0403,전달망,,,,,I,20221114,,
1171400003,11,20221103,EQU,통신장비에 적용을 위한 양자이론 기반의 퀀텀 리피터 기술 연구,1415124155,20130926000000167819,NFEC-2013-09-182989,2013,2012,N38,지식경제부,U60009,차세대통신네트워크산업원천기술개발,AAA4095,SK텔레콤주,010214,기타 네트워크기술,060000,위의 국가기술지도(NTRM) 99개 핵심기술 분류에 속하지 않는 기타 연구,L0403,전달망,,,,,I,20221114,,
1171400003,12,20221103,EQU,데이터 허브 센터 및 도시행정 서비스 고도화 기술 개발,1615011522,20201222000000251299,NFEC-2020-12-266801,2020,2020,P26,국토교통부,1034,국가전략프로젝트,ZA80529,SK텔레콤,010315,정보검색 및 DB기술,110302,초고속·대용량 데이터 플랫폼 기술,EE0202,S/W 솔루션,EE0203,System Integration,EE1001,U-컴퓨팅 플랫폼/응용기술,I,20221114,,
1171400003,13,20221103,EQU,단말 독립형 퍼스널 클라우드 시스템,1415115570,20120917000000153974,NFEC-2012-09-170374,2011,2011,N38,지식경제부,W00190,SW컴퓨팅산업원천기술개발,ABX2964,한국클라우드컴퓨팅연구조합,010311,멀티미디어 단말기 및 운영체계기술,060000,위의 국가기술지도(NTRM) 99개 핵심기술 분류에 속하지 않는 기타 연구,L10,U-컴퓨팅,,,,,I,20221114,,
1171400003,14,20221103,EQU,주관음성 및 정신질환 예측진단관리를 위한 음성언어생체신호 통합 인공지능 의료기기 개발,1711138147,20220314000000262341,NFEC-2022-03-277219,2022,2021,P98,다부처,13111015015511001138417,"범부처전주기의료기기연구개발사업RD과기정통부,복지부,산업부",ABX2180,연세대학,020217,의과학·의공학 기술,080501,의료영상융합기술,LC0999,달리 분류되지 않는 간호과학,LC0499,달리 분류되지 않는 치료/진단기기,LC0299,달리 분류되지 않는 임상의학,I,20221114,,
1171400003,15,20221103,EQU,uCity 환경 기반 하이브리드 u로봇 서비스 시스템 기술 개발,1415107457,20120330000000136594,NFEC-2012-03-160113,2011,2010,N38,지식경제부,200907434580301A,로봇산업원천기술개발사업,AAA4095,SK텔레콤주,010316,기타 정보처리시스템 및 S/W 기술,012300,인공지능·지능로봇 기술,H05,로봇/자동화기계,,,,,I,20221114,,
1171400003,16,20221103,EQU,통신장비에 적용을 위한 양자이론 기반의 퀀텀 리피터 기술 연구,1711006529,20141001000000177680,NFEC-2014-10-192655,2014,2013,P12,미래창조과학부,U60009,차세대통신네트워크 산업원천기술개발사업,AAA4095,SK텔레콤주,010214,기타 네트워크기술,060000,위의 국가기술지도(NTRM) 99개 핵심기술 분류에 속하지 않는 기타 연구,EE04,광대역 통합망,,,,,I,20221114,,
1171400003,17,20221103,EQU,통신장비에 적용을 위한 양자이론 기반의 퀀텀리피터 기술연구,1711022095,20150825000000193664,NFEC-2015-09-204632,2015,2014,P12,미래창조과학부,12508013013145004535322,차세대통신네트워크산업원천기술개발,AAA4095,SK텔레콤주,010411,기타 정보기술,010201,차세대 유무선 통신네트워크 기술(5G),EE9999,달리 분류되지 않는 정보/통신,,,,,I,20221114,,
1171400003,18,20221103,EQU,통신장비에 적용을 위한 양자이론 기반의 퀀텀리피터 기술연구,1711022095,20150825000000193639,NFEC-2015-08-204483,2015,2014,P12,미래창조과학부,12508013013145004535322,차세대통신네트워크산업원천기술개발,AAA4095,SK텔레콤주,010411,기타 정보기술,010201,차세대 유무선 통신네트워크 기술(5G),EE9999,달리 분류되지 않는 정보/통신,,,,,I,20221114,,
1171400003,19,20221103,EQU,통신장비에 적용을 위한 양자이론 기반의 퀀텀 리피터 기술 연구,1711006529,20140825000000176890,NFEC-2014-08-191048,2014,2013,P12,미래창조과학부,U60009,차세대통신네트워크 산업원천기술개발사업,AAA4095,SK텔레콤주,010214,기타 네트워크기술,060000,위의 국가기술지도(NTRM) 99개 핵심기술 분류에 속하지 않는 기타 연구,EE04,광대역 통합망,,,,,I,20221114,,
