사업자등록번호,순번,데이터수집일자,언론사명,기사날짜,기사제목,기사내용,기자명,URL링크,작업구분코드,데이터생성일자,연계처리상태코드,연계처리일자
2068603919,1,20220408,대한전문건설신문,20210428,대전시회 '2020년도 기성실적 우수회원 초청 간담회' 개최,,,,I,20221104,,
2068603919,2,20220328,대한전문건설신문,20210428,대전시회 '2020년도 기성실적 우수회원 초청 간담회' 개최,,,,I,20221104,,
2068603919,3,,,,,,,,I,20221104,,
2068603920,1,20220321,,,,,,,I,20221104,,
2068603920,2,,,,,,,,I,20221104,,
2068603921,1,20220321,,,,,,,I,20221104,,
2068603921,2,,,,,,,,I,20221104,,
2068603922,1,20220321,,,,,,,I,20221104,,
2068603922,2,,,,,,,,I,20221104,,
2068603923,1,20220321,,,,,,,I,20221104,,
2068603923,2,,,,,,,,I,20221104,,
2068603924,1,20220321,,,,,,,I,20221104,,
2068603924,2,,,,,,,,I,20221104,,
2068603925,1,20220408,투데이에너지,20200804,"[HARFKO 2021] 성원에어테크, 친환경 건축자재 'SW크린호스'",,,,I,20221104,,
2068603925,2,20220328,투데이에너지,20200804,"[HARFKO 2021] 성원에어테크, 친환경 건축자재 'SW크린호스'",,,,I,20221104,,
2068603925,3,,,,,,,,I,20221104,,
2068603926,1,,,,,,,,I,20221104,,
2068603927,1,20220321,,,,,,,I,20221104,,
2068603927,2,,,,,,,,I,20221104,,
2068603928,1,20220321,,,,,,,I,20221104,,
2068603928,2,,,,,,,,I,20221104,,
2068603929,1,20220321,,,,,,,I,20221104,,
2068603929,2,,,,,,,,I,20221104,,
2068603930,1,20220321,,,,,,,I,20221104,,
2068603930,2,,,,,,,,I,20221104,,
2068603931,1,20220408,,,,,,,I,20221104,,
2068603931,2,20220328,,,,,,,I,20221104,,
2068603931,3,,,,,,,,I,20221104,,
2068603932,1,,,,,,,,I,20221104,,
2068603933,1,,,,,,,,I,20221104,,
2068603934,1,20220321,,,,,,,I,20221104,,
2068603934,2,,,,,,,,I,20221104,,
2068603935,1,20220408,,,,,,,I,20221104,,
2068603935,2,20220328,,,,,,,I,20221104,,
2068603935,3,,,,,,,,I,20221104,,
2068603936,1,20220321,,,,,,,I,20221104,,
2068603936,2,,,,,,,,I,20221104,,
2068603937,1,20220321,,,,,,,I,20221104,,
2068603937,2,,,,,,,,I,20221104,,
2068603938,1,20220408,서울경제,20220221,"빅데이터 레스토랑 마케팅 '레드테이블', 20억원 투자 유치",,,,I,20221104,,
2068603938,2,20220328,서울경제,20220221,"빅데이터 레스토랑 마케팅 '레드테이블', 20억원 투자 유치",,,,I,20221104,,
2068603938,3,,,,,,,,I,20221104,,
2068603939,1,20220321,,,,,,,I,20221104,,
2068603939,2,,,,,,,,I,20221104,,
2068603940,1,20220408,,,,,,,I,20221104,,
2068603940,2,20220328,,,,,,,I,20221104,,
2068603940,3,,,,,,,,I,20221104,,
2068603941,1,20220408,,,,,,,I,20221104,,
2068603941,2,20220328,,,,,,,I,20221104,,
2068603941,3,,,,,,,,I,20221104,,
2068603942,1,20220321,,,,,,,I,20221104,,
2068603942,2,,,,,,,,I,20221104,,
2068603943,1,20220408,,,,,,,I,20221104,,
2068603943,2,20220328,,,,,,,I,20221104,,
2068603943,3,,,,,,,,I,20221104,,
2068603944,1,,,,,,,,I,20221104,,
2068603945,1,,,,,,,,I,20221104,,
2068603946,1,20220321,,,,,,,I,20221104,,
2068603946,2,,,,,,,,I,20221104,,
2068603947,1,20220408,,,,,,,I,20221104,,
2068603947,2,20220328,,,,,,,I,20221104,,
2068603947,3,,,,,,,,I,20221104,,
2068603948,1,20220321,,,,,,,I,20221104,,
2068603948,2,,,,,,,,I,20221104,,
2068603949,1,20220321,,,,,,,I,20221104,,
2068603949,2,,,,,,,,I,20221104,,
2068603950,1,,,,,,,,I,20221104,,
2068603951,1,20220321,,,,,,,I,20221104,,
2068603951,2,,,,,,,,I,20221104,,
2068603952,1,20220408,,,,,,,I,20221104,,
2068603952,2,20220328,,,,,,,I,20221104,,
2068603952,3,,,,,,,,I,20221104,,
2068603953,1,20220321,,,,,,,I,20221104,,
2068603953,2,,,,,,,,I,20221104,,
2068603954,1,,,,,,,,I,20221104,,
2068603955,1,20220321,,,,,,,I,20221104,,
2068603955,2,,,,,,,,I,20221104,,
2068603956,1,,,,,,,,I,20221104,,
2068603957,1,20220408,,,,,,,I,20221104,,
2068603957,2,20220328,,,,,,,I,20221104,,
2068603957,3,,,,,,,,I,20221104,,
2068603958,1,,,,,,,,I,20221104,,
2068603959,1,20220321,,,,,,,I,20221104,,
2068603959,2,,,,,,,,I,20221104,,
2068603960,1,20220408,,,,,,,I,20221104,,
2068603960,2,20220328,,,,,,,I,20221104,,
2068603960,3,,,,,,,,I,20221104,,
2068603961,1,20220408,,,,,,,I,20221104,,
2068603961,2,20220328,,,,,,,I,20221104,,
2068603961,3,,,,,,,,I,20221104,,
2068603962,1,,,,,,,,I,20221104,,
2068603963,1,20220408,,,,,,,I,20221104,,
2068603963,2,20220328,,,,,,,I,20221104,,
2068603963,3,,,,,,,,I,20221104,,
2068603964,1,20220321,,,,,,,I,20221104,,
2068603964,2,,,,,,,,I,20221104,,
2068603965,1,20220408,,,,,,,I,20221104,,
2068603965,2,20220328,,,,,,,I,20221104,,
2068603965,3,,,,,,,,I,20221104,,
2068603966,1,20220408,,,,,,,I,20221104,,
2068603966,2,20220328,,,,,,,I,20221104,,
2068603966,3,,,,,,,,I,20221104,,
2068603967,1,,,,,,,,I,20221104,,
2068603968,1,,,,,,,,I,20221104,,
2068603969,1,,,,,,,,I,20221104,,
2068603970,1,20220408,,,,,,,I,20221104,,
2068603970,2,20220328,,,,,,,I,20221104,,
2068603970,3,,,,,,,,I,20221104,,
2068603971,1,20220321,,,,,,,I,20221104,,
2068603971,2,,,,,,,,I,20221104,,
2068603972,1,20220321,,,,,,,I,20221104,,
2068603972,2,,,,,,,,I,20221104,,
2068603973,1,20220321,,,,,,,I,20221104,,
2068603973,2,,,,,,,,I,20221104,,
2068603974,1,20220408,한국경제,20200123,금주(1월 17일~23일)의 신설법인 1231개,,,,I,20221104,,
2068603974,2,20220328,한국경제,20200123,금주(1월 17일~23일)의 신설법인 1231개,,,,I,20221104,,
2068603974,3,,,,,,,,I,20221104,,
2068603975,1,20220408,패션비즈,20180831,"프리뷰인서울 9월5일 개막, 19/20 소재 패션 트렌드 집결",,,,I,20221104,,
2068603975,2,20220328,패션비즈,20180831,"프리뷰인서울 9월5일 개막, 19/20 소재 패션 트렌드 집결",,,,I,20221104,,
2068603975,3,,,,,,,,I,20221104,,
2068603976,1,,,,,,,,I,20221104,,
2068603977,1,20220321,,,,,,,I,20221104,,
2068603977,2,,,,,,,,I,20221104,,
2068703978,1,20220321,,,,,,,I,20221104,,
2068703978,2,,,,,,,,I,20221104,,
2068703979,1,20220408,매일경제,20220318,[MK 3월 4주 바다낚시] 배워야 제대로 낚는다!,,,,I,20221104,,
2068703979,2,20220328,매일경제,20220318,[MK 3월 4주 바다낚시] 배워야 제대로 낚는다!,,,,I,20221104,,
2068703979,3,,,,,,,,I,20221104,,
2068703980,1,20220408,가스신문,20220113,"강원도, 수소연료전지 발전 폐열 이용한 스마트팜 업무협약",,,,I,20221104,,
2068703980,2,20220328,가스신문,20220113,"강원도, 수소연료전지 발전 폐열 이용한 스마트팜 업무협약",,,,I,20221104,,
2068703980,3,,,,,,,,I,20221104,,
2068703981,1,,,,,,,,I,20221104,,
2068703982,1,,,,,,,,I,20221104,,
2068803983,1,,,,,,,,I,20221104,,
2068803984,1,20220105,,,,,,,I,20221104,,
2068803984,2,,,,,,,,I,20221104,,
2072703985,1,20220408,,,,,,,I,20221104,,
2072703985,2,20220328,,,,,,,I,20221104,,
2072703985,3,,,,,,,,I,20221104,,
2078103986,1,20220321,,,,,,,I,20221104,,
2078103986,2,,,,,,,,I,20221104,,
2078103987,1,20220408,,,,,,,I,20221104,,
2078103987,2,20220328,,,,,,,I,20221104,,
2078103987,3,,,,,,,,I,20221104,,
2078103988,1,,,,,,,,I,20221104,,
2078103989,1,20220408,중도일보,20210106,금강종합건설(주) 장학금 300만원 기탁,,,,I,20221104,,
2078103989,2,20220328,중도일보,20210106,금강종합건설(주) 장학금 300만원 기탁,,,,I,20221104,,
2078103989,3,,,,,,,,I,20221104,,
2078103990,1,20220321,,,,,,,I,20221104,,
2078103990,2,,,,,,,,I,20221104,,
2078103991,1,20220321,,,,,,,I,20221104,,
2078103991,2,,,,,,,,I,20221104,,
2078103992,1,,,,,,,,I,20221104,,
2078103993,1,20220408,,,,,,,I,20221104,,
2078103993,2,20220328,,,,,,,I,20221104,,
2078103993,3,,,,,,,,I,20221104,,
2078103994,1,20220321,,,,,,,I,20221104,,
2078103994,2,,,,,,,,I,20221104,,
2078103995,1,20220321,,,,,,,I,20221104,,
2078103995,2,,,,,,,,I,20221104,,
2078103996,1,,,,,,,,I,20221104,,
2078103997,1,20220321,,,,,,,I,20221104,,
2078103997,2,,,,,,,,I,20221104,,
2078103998,1,20220321,,,,,,,I,20221104,,
2078103998,2,,,,,,,,I,20221104,,
2078103999,1,20220408,,,,,,,I,20221104,,
2078103999,2,20220328,,,,,,,I,20221104,,
2078103999,3,,,,,,,,I,20221104,,
2078104000,1,20220408,,,,,,,I,20221104,,
2078104000,2,20220328,,,,,,,I,20221104,,
2078104000,3,,,,,,,,I,20221104,,
2078104001,1,20220408,머니투데이,20210825,맥북에어 보다 가벼운 '공간스캐너'...전국 3D 지도 신세계 열린다,,,,I,20221104,,
2078104001,2,20220328,머니투데이,20210825,맥북에어 보다 가벼운 '공간스캐너'...전국 3D 지도 신세계 열린다,,,,I,20221104,,
2078104001,3,,,,,,,,I,20221104,,
2078504002,1,20220408,,,,,,,I,20221104,,
2078504002,2,20220328,,,,,,,I,20221104,,
2078504002,3,,,,,,,,I,20221104,,
2078604003,1,20220321,,,,,,,I,20221104,,
2078604003,2,,,,,,,,I,20221104,,
2080104004,1,20220408,국제뉴스,20210216,"홍성군, 2021년 스마트 공립박물관 구축 지원 사업 선정!",,,,I,20221104,,
2080104004,2,20220328,국제뉴스,20210216,"홍성군, 2021년 스마트 공립박물관 구축 지원 사업 선정!",,,,I,20221104,,
2080104004,3,,,,,,,,I,20221104,,
2088104005,1,20220321,,,,,,,I,20221104,,
2088104005,2,,,,,,,,I,20221104,,
2088104006,1,20220321,,,,,,,I,20221104,,
2088104006,2,,,,,,,,I,20221104,,
2088104007,1,,,,,,,,I,20221104,,
2088204008,1,20220408,통일뉴스,20220303,"""이젠 유권자의 시간...전쟁·대결 선동정치에 제동 걸어야""",,,,I,20221104,,
2088204008,2,20220328,통일뉴스,20220303,"""이젠 유권자의 시간...전쟁·대결 선동정치에 제동 걸어야""",,,,I,20221104,,
2088204008,3,,,,,,,,I,20221104,,
2088204009,1,20220408,한국경제TV,20210610,"IBK기업은행-KTOA, 혁신기업 성장 지원 위한 MOU 체결",,,,I,20221104,,
2088204009,2,20220328,한국경제TV,20210610,"IBK기업은행-KTOA, 혁신기업 성장 지원 위한 MOU 체결",,,,I,20221104,,
2088204009,3,,,,,,,,I,20221104,,
2088704010,1,,,,,,,,I,20221104,,
2088804011,1,20220408,,,,,,,I,20221104,,
2088804011,2,20220328,,,,,,,I,20221104,,
2088804011,3,,,,,,,,I,20221104,,
2090204012,1,20220408,,,,,,,I,20221104,,
2090204012,2,20220328,,,,,,,I,20221104,,
2090204012,3,,,,,,,,I,20221104,,
2090304013,1,20220408,,,,,,,I,20221104,,
2090304013,2,20220328,,,,,,,I,20221104,,
2090304013,3,,,,,,,,I,20221104,,
2090604014,1,20220408,에이빙뉴스,20171107,"[미리보는 메가쇼 2017 시즌2] 미르필름, 다양한 공간에서 유용한 틈막이 문풍지 선보일 예정",,,,I,20221104,,
2090604014,2,20220328,에이빙뉴스,20171107,"[미리보는 메가쇼 2017 시즌2] 미르필름, 다양한 공간에서 유용한 틈막이 문풍지 선보일 예정",,,,I,20221104,,
2090604014,3,,,,,,,,I,20221104,,
2090804015,1,20220408,,,,,,,I,20221104,,
2090804015,2,20220328,,,,,,,I,20221104,,
2090804015,3,,,,,,,,I,20221104,,
2091204016,1,20220408,,,,,,,I,20221104,,
2091204016,2,20220328,,,,,,,I,20221104,,
2091204016,3,,,,,,,,I,20221104,,
2091204017,1,20220408,,,,,,,I,20221104,,
2091204017,2,20220328,,,,,,,I,20221104,,
2091204017,3,,,,,,,,I,20221104,,
2091604018,1,20220408,,,,,,,I,20221104,,
2091604018,2,20220328,,,,,,,I,20221104,,
2091604018,3,,,,,,,,I,20221104,,
2094404019,1,20220408,,,,,,,I,20221104,,
2094404019,2,20220328,,,,,,,I,20221104,,
2094404019,3,,,,,,,,I,20221104,,
2098104020,1,20220321,,,,,,,I,20221104,,
2098104020,2,,,,,,,,I,20221104,,
2098104021,1,20220408,뉴스워커,20210729,"2021년 시공능력 평가 발표, 전년 대비 대방, 성도, 동서 등 '10단계' 이상 상승한 건설사",,,,I,20221104,,
2098104021,2,20220328,뉴스워커,20210729,"2021년 시공능력 평가 발표, 전년 대비 대방, 성도, 동서 등 '10단계' 이상 상승한 건설사",,,,I,20221104,,
2098104021,3,,,,,,,,I,20221104,,
2098104022,1,,,,,,,,I,20221104,,
2098104023,1,20220321,,,,,,,I,20221104,,
2098104023,2,,,,,,,,I,20221104,,
2098104024,1,20220408,,,,,,,I,20221104,,
2098104024,2,20220328,,,,,,,I,20221104,,
2098104024,3,,,,,,,,I,20221104,,
2098104025,1,,,,,,,,I,20221104,,
2098104026,1,20220408,,,,,,,I,20221104,,
2098104026,2,20220328,,,,,,,I,20221104,,
2098104026,3,,,,,,,,I,20221104,,
2098104027,1,20220321,,,,,,,I,20221104,,
2098104027,2,,,,,,,,I,20221104,,
2098104028,1,20220321,,,,,,,I,20221104,,
2098104028,2,,,,,,,,I,20221104,,
2098104029,1,,,,,,,,I,20221104,,
2098104030,1,,,,,,,,I,20221104,,
2098104031,1,20220321,,,,,,,I,20221104,,
2098104031,2,,,,,,,,I,20221104,,
2098104032,1,20220321,,,,,,,I,20221104,,
2098104032,2,,,,,,,,I,20221104,,
2098104033,1,20220321,,,,,,,I,20221104,,
2098104033,2,,,,,,,,I,20221104,,
2098104034,1,20220408,대구신문,20220330,"서대구역·4차 순환로 개통…""대구가 다시 뛴다""",,,,I,20221104,,
2098104034,2,20220328,대구신문,20220330,"서대구역·4차 순환로 개통…""대구가 다시 뛴다""",,,,I,20221104,,
2098104034,3,,,,,,,,I,20221104,,
2098104035,1,20220321,,,,,,,I,20221104,,
2098104035,2,,,,,,,,I,20221104,,
2098104036,1,20220408,,,,,,,I,20221104,,
2098104036,2,20220328,,,,,,,I,20221104,,
2098104036,3,,,,,,,,I,20221104,,
2098104037,1,20220321,,,,,,,I,20221104,,
2098104037,2,,,,,,,,I,20221104,,
2098104038,1,20220321,,,,,,,I,20221104,,
2098104038,2,,,,,,,,I,20221104,,
2098104039,1,20220321,,,,,,,I,20221104,,
2098104039,2,,,,,,,,I,20221104,,
2098104040,1,20220408,한국경제TV,20210429,"내츄럴코튼, 4월 11주년 창립이벤트 진행",,,,I,20221104,,
2098104040,2,20220328,한국경제TV,20210429,"내츄럴코튼, 4월 11주년 창립이벤트 진행",,,,I,20221104,,
2098104040,3,,,,,,,,I,20221104,,
2098104041,1,20220321,,,,,,,I,20221104,,
2098104041,2,,,,,,,,I,20221104,,
2098104042,1,20220408,,,,,,,I,20221104,,
2098104042,2,20220328,,,,,,,I,20221104,,
2098104042,3,,,,,,,,I,20221104,,
2098104043,1,20220321,,,,,,,I,20221104,,
2098104043,2,,,,,,,,I,20221104,,
2098104044,1,,,,,,,,I,20221104,,
2098104045,1,20220408,서울경제,20191121,서울 스마트공장 공급기업 협의회 발족,,,,I,20221104,,
2098104045,2,20220328,서울경제,20191121,서울 스마트공장 공급기업 협의회 발족,,,,I,20221104,,
2098104045,3,,,,,,,,I,20221104,,
2098104046,1,,,,,,,,I,20221104,,
2098104047,1,20220408,머니투데이,20200609,"아이디어링크 '스마트골프', 일본 크라우드펀딩 마쿠아케서 1억 7천여만원 펀딩",,,,I,20221104,,
2098104047,2,20220328,머니투데이,20200609,"아이디어링크 '스마트골프', 일본 크라우드펀딩 마쿠아케서 1억 7천여만원 펀딩",,,,I,20221104,,
2098104047,3,,,,,,,,I,20221104,,
2098104048,1,20220321,,,,,,,I,20221104,,
2098104048,2,,,,,,,,I,20221104,,
2098104049,1,,,,,,,,I,20221104,,
2098204050,1,20220408,국제신문,20220404,"부산영화인과 오랜만에 함께한 김동호, 영진위가 나아갈 길 조언",,,,I,20221104,,
2098204050,2,20220328,일요신문,20220225,"영등위, ‘2022 청소년 영상물 바로보기 프로그램’ 참여 학교 모집",,,,I,20221104,,
2098204050,3,,,,,,,,I,20221104,,
2098604051,1,20220408,,,,,,,I,20221104,,
2098604051,2,20220328,,,,,,,I,20221104,,
2098604051,3,,,,,,,,I,20221104,,
2098704052,1,,,,,,,,I,20221104,,
2098704053,1,,,,,,,,I,20221104,,
2098804054,1,20220408,블록체인밸리,20200607,"광운대, 동문기업과 함께 산학협력의 장 마련한다",,,,I,20221104,,
2098804054,2,20220328,블록체인밸리,20200607,"광운대, 동문기업과 함께 산학협력의 장 마련한다",,,,I,20221104,,
2098804054,3,,,,,,,,I,20221104,,
2098804055,1,20220408,무비스트,20220317,"왓챠 신작! <은하철도 999>, < PSYCHO-PASS >, <첫눈이 사라졌다> 등",,,,I,20221104,,
2098804055,2,20220328,무비스트,20220317,"왓챠 신작! <은하철도 999>, < PSYCHO-PASS >, <첫눈이 사라졌다> 등",,,,I,20221104,,
2098804055,3,,,,,,,,I,20221104,,
2098804056,1,,,,,,,,I,20221104,,
2100704057,1,20220408,,,,,,,I,20221104,,
2100704057,2,20220328,,,,,,,I,20221104,,
2100704057,3,,,,,,,,I,20221104,,
2101204058,1,,,,,,,,I,20221104,,
2101904059,1,20220408,,,,,,,I,20221104,,
2101904059,2,20220328,,,,,,,I,20221104,,
2101904059,3,,,,,,,,I,20221104,,
2102404060,1,20220408,,,,,,,I,20221104,,
2102404060,2,20220328,,,,,,,I,20221104,,
2102404060,3,,,,,,,,I,20221104,,
2102704061,1,20220408,론리플래닛,20200608,항해하는 사진가 임수민의 제주 모험 - Part 2,,,,I,20221104,,
2102704061,2,20220328,론리플래닛,20200608,항해하는 사진가 임수민의 제주 모험 - Part 2,,,,I,20221104,,
2102704061,3,,,,,,,,I,20221104,,
2108104062,1,20220321,,,,,,,I,20221104,,
2108104062,2,,,,,,,,I,20221104,,
2108104063,1,20220408,조세금융신문,20220216,"국세청, 파인트리환경산업 고강도 세무조사…관계사 내부거래 살피나",,,,I,20221104,,
2108104063,2,20220328,조세금융신문,20220216,"국세청, 파인트리환경산업 고강도 세무조사…관계사 내부거래 살피나",,,,I,20221104,,
2108104063,3,,,,,,,,I,20221104,,
2108104064,1,20220408,,,,,,,I,20221104,,
2108104064,2,20220328,,,,,,,I,20221104,,
2108104064,3,,,,,,,,I,20221104,,
2108104065,1,20220321,,,,,,,I,20221104,,
2108104065,2,,,,,,,,I,20221104,,
2108104066,1,20220321,,,,,,,I,20221104,,
2108104066,2,,,,,,,,I,20221104,,
2108104067,1,20220321,,,,,,,I,20221104,,
2108104067,2,,,,,,,,I,20221104,,
2108104068,1,20220321,,,,,,,I,20221104,,
2108104068,2,,,,,,,,I,20221104,,
2108104069,1,20220408,,,,,,,I,20221104,,
2108104069,2,20220328,,,,,,,I,20221104,,
2108104069,3,,,,,,,,I,20221104,,
2108104070,1,20220408,,,,,,,I,20221104,,
2108104070,2,20220328,,,,,,,I,20221104,,
2108104070,3,,,,,,,,I,20221104,,
2108104071,1,20220408,,,,,,,I,20221104,,
2108104071,2,20220328,,,,,,,I,20221104,,
2108104071,3,,,,,,,,I,20221104,,
2108104072,1,20220321,,,,,,,I,20221104,,
2108104072,2,,,,,,,,I,20221104,,
2108104073,1,20220408,,,,,,,I,20221104,,
2108104073,2,20220328,,,,,,,I,20221104,,
2108104073,3,,,,,,,,I,20221104,,
2108104074,1,,,,,,,,I,20221104,,
2108104075,1,20220321,,,,,,,I,20221104,,
2108104075,2,,,,,,,,I,20221104,,
2108104076,1,20220408,,,,,,,I,20221104,,
2108104076,2,20220328,,,,,,,I,20221104,,
2108104076,3,,,,,,,,I,20221104,,
2108104077,1,20220408,,,,,,,I,20221104,,
2108104077,2,20220328,,,,,,,I,20221104,,
2108104077,3,,,,,,,,I,20221104,,
2108104078,1,20220408,,,,,,,I,20221104,,
2108104078,2,20220328,,,,,,,I,20221104,,
2108104078,3,,,,,,,,I,20221104,,
2108104079,1,20220408,,,,,,,I,20221104,,
2108104079,2,20220328,,,,,,,I,20221104,,
2108104079,3,,,,,,,,I,20221104,,
2108104080,1,,,,,,,,I,20221104,,
2108104081,1,20220321,,,,,,,I,20221104,,
2108104081,2,,,,,,,,I,20221104,,
2108104082,1,20220408,실업축구연맹,20181127,"경주한수원 장백규, 내셔널리그 MVP 선정",,,,I,20221104,,
2108104082,2,20220328,실업축구연맹,20181127,"경주한수원 장백규, 내셔널리그 MVP 선정",,,,I,20221104,,
2108104082,3,,,,,,,,I,20221104,,
2108104083,1,20220408,,,,,,,I,20221104,,
2108104083,2,20220328,,,,,,,I,20221104,,
2108104083,3,,,,,,,,I,20221104,,
2108104084,1,20220408,,,,,,,I,20221104,,
2108104084,2,20220328,,,,,,,I,20221104,,
2108104084,3,,,,,,,,I,20221104,,
2108104085,1,20220408,,,,,,,I,20221104,,
2108104085,2,20220328,,,,,,,I,20221104,,
2108104085,3,,,,,,,,I,20221104,,
2108104086,1,,,,,,,,I,20221104,,
2108104087,1,20220321,,,,,,,I,20221104,,
2108104087,2,,,,,,,,I,20221104,,
2108104088,1,20220408,,,,,,,I,20221104,,
2108104088,2,20220328,,,,,,,I,20221104,,
2108104088,3,20220107,,,,,,,I,20221104,,
2108104088,4,,,,,,,,I,20221104,,
2108104089,1,20220321,,,,,,,I,20221104,,
2108104089,2,,,,,,,,I,20221104,,
2108704090,1,,,,,,,,I,20221104,,
2110504091,1,20220408,,,,,,,I,20221104,,
2110504091,2,20220328,,,,,,,I,20221104,,
2110504091,3,,,,,,,,I,20221104,,
2110604092,1,20220408,,,,,,,I,20221104,,
2110604092,2,20220328,,,,,,,I,20221104,,
2110604092,3,,,,,,,,I,20221104,,
2110604093,1,20220408,,,,,,,I,20221104,,
2110604093,2,20220328,,,,,,,I,20221104,,
2110604093,3,,,,,,,,I,20221104,,
2110704094,1,20220408,,,,,,,I,20221104,,
2110704094,2,20220328,,,,,,,I,20221104,,
2110704094,3,,,,,,,,I,20221104,,
2110804095,1,20220408,,,,,,,I,20221104,,
2110804095,2,20220328,,,,,,,I,20221104,,
2110804095,3,,,,,,,,I,20221104,,
2110804096,1,20220408,,,,,,,I,20221104,,
2110804096,2,20220328,,,,,,,I,20221104,,
2110804096,3,,,,,,,,I,20221104,,
2118104097,1,20220321,,,,,,,I,20221104,,
2118104097,2,,,,,,,,I,20221104,,
2118104098,1,20220321,,,,,,,I,20221104,,
2118104098,2,,,,,,,,I,20221104,,
2118104099,1,20220321,,,,,,,I,20221104,,
2118104099,2,,,,,,,,I,20221104,,
2118104100,1,20220321,,,,,,,I,20221104,,
2118104100,2,,,,,,,,I,20221104,,
2118104101,1,20220321,,,,,,,I,20221104,,
2118104101,2,,,,,,,,I,20221104,,
2118104102,1,20220408,,,,,,,I,20221104,,
2118104102,2,20220328,,,,,,,I,20221104,,
2118104102,3,,,,,,,,I,20221104,,
2118104103,1,20220321,,,,,,,I,20221104,,
2118104103,2,,,,,,,,I,20221104,,
2118104104,1,20220321,,,,,,,I,20221104,,
2118104104,2,,,,,,,,I,20221104,,
2118104105,1,20220408,,,,,,,I,20221104,,
2118104105,2,20220328,,,,,,,I,20221104,,
2118104105,3,,,,,,,,I,20221104,,
2118104106,1,20220321,,,,,,,I,20221104,,
2118104106,2,,,,,,,,I,20221104,,
2118104107,1,20220408,,,,,,,I,20221104,,
2118104107,2,20220328,,,,,,,I,20221104,,
2118104107,3,,,,,,,,I,20221104,,
2118104108,1,20220321,,,,,,,I,20221104,,
2118104108,2,,,,,,,,I,20221104,,
2118104109,1,20220408,나무신문,20220225,응봉근린공원 숲속도서관,,,,I,20221104,,
2118104109,2,20220328,나무신문,20220225,응봉근린공원 숲속도서관,,,,I,20221104,,
2118104109,3,,,,,,,,I,20221104,,
2118104110,1,20220321,,,,,,,I,20221104,,
2118104110,2,,,,,,,,I,20221104,,
2118104111,1,20220408,전자신문,20211217,"금강주택, 허인회와 최호성 등 6명 영입 '골프단 창단'",,,,I,20221104,,
2118104111,2,20220328,전자신문,20211217,"금강주택, 허인회와 최호성 등 6명 영입 '골프단 창단'",,,,I,20221104,,
2118104111,3,,,,,,,,I,20221104,,
2118204112,1,,,,,,,,I,20221104,,
2118204113,1,20220408,뉴스퀘스트,20210617,"[뉴스퀘스트의 '꼭알' 뉴스/경제·금융·기업] 스페인, 한국 재생에너지 사업에 2억달러 투자...GS에너지, 공동 사업 추진",,,,I,20221104,,
2118204113,2,20220328,뉴스퀘스트,20210617,"[뉴스퀘스트의 '꼭알' 뉴스/경제·금융·기업] 스페인, 한국 재생에너지 사업에 2억달러 투자...GS에너지, 공동 사업 추진",,,,I,20221104,,
2118204113,3,,,,,,,,I,20221104,,
2118504114,1,20220408,,,,,,,I,20221104,,
2118504114,2,20220328,,,,,,,I,20221104,,
2118504114,3,,,,,,,,I,20221104,,
2118504115,1,20220408,,,,,,,I,20221104,,
2118504115,2,20220328,,,,,,,I,20221104,,
2118504115,3,,,,,,,,I,20221104,,
2118604116,1,20220408,,,,,,,I,20221104,,
2118604116,2,20220328,,,,,,,I,20221104,,
2118604116,3,,,,,,,,I,20221104,,
2118604117,1,20220321,,,,,,,I,20221104,,
2118604117,2,,,,,,,,I,20221104,,
2118604118,1,20220408,정책브리핑,20191114,"디자인, 디지털을 입다",,,,I,20221104,,
2118604118,2,20220328,정책브리핑,20191114,"디자인, 디지털을 입다",,,,I,20221104,,
2118604118,3,,,,,,,,I,20221104,,
2118604119,1,20220408,,,,,,,I,20221104,,
2118604119,2,20220328,,,,,,,I,20221104,,
2118604119,3,,,,,,,,I,20221104,,
2118604120,1,20220408,,,,,,,I,20221104,,
2118604120,2,20220328,,,,,,,I,20221104,,
2118604120,3,,,,,,,,I,20221104,,
2118604121,1,20220321,,,,,,,I,20221104,,
2118604121,2,,,,,,,,I,20221104,,
2118604122,1,20220321,,,,,,,I,20221104,,
2118604122,2,,,,,,,,I,20221104,,
2118604123,1,20220408,경인일보,20191114,한국영화산업 미래 100년을 위한 첫 걸음 '레디 고',,,,I,20221104,,
2118604123,2,20220328,경인일보,20191114,한국영화산업 미래 100년을 위한 첫 걸음 '레디 고',,,,I,20221104,,
2118604123,3,,,,,,,,I,20221104,,
2118604124,1,,,,,,,,I,20221104,,
2118604125,1,20220321,,,,,,,I,20221104,,
2118604125,2,,,,,,,,I,20221104,,
2118604126,1,20220408,,,,,,,I,20221104,,
2118604126,2,20220328,,,,,,,I,20221104,,
2118604126,3,,,,,,,,I,20221104,,
2118604127,1,20220321,,,,,,,I,20221104,,
2118604127,2,,,,,,,,I,20221104,,
2118604128,1,20220321,,,,,,,I,20221104,,
2118604128,2,,,,,,,,I,20221104,,
2118604129,1,20220408,,,,,,,I,20221104,,
2118604129,2,20220328,,,,,,,I,20221104,,
2118604129,3,,,,,,,,I,20221104,,
2118604130,1,20220321,,,,,,,I,20221104,,
2118604130,2,,,,,,,,I,20221104,,
2118604131,1,20220408,세정일보,20200130,"방탄소년단 작곡가 '피독', 올해 국세청 모범납세자 선정후보로 올랐다",,,,I,20221104,,
